,Team,PTS,FG,FGA,2PA,3P,3PA,eFG%,Home/Away,ORtg,FTr,3PAr,TS%,FT/FGA,ORtg_opponent,FTr_opponent,3PAr_opponent,TS%_opponent,eFG%_opponent,FT/FGA_opponent
45,HOU,142.0,52.0,85.0,61.0,13.0,24.0,0.688,Home,139.4,0.341,0.282,0.726,0.294,108.0,0.226,0.366,0.538,0.522,0.14
46,NYK,142.0,54.0,89.0,54.0,20.0,35.0,0.719,Home,135.5,0.236,0.393,0.723,0.157,112.6,0.222,0.433,0.597,0.55,0.211
47,DAL,142.0,46.0,82.0,40.0,22.0,42.0,0.695,Home,141.7,0.439,0.512,0.726,0.341,115.8,0.267,0.291,0.603,0.581,0.186
48,BOS,142.0,51.0,99.0,60.0,18.0,39.0,0.606,Away,136.8,0.263,0.394,0.643,0.222,132.9,0.234,0.521,0.666,0.638,0.191
49,LAC,142.0,49.0,91.0,47.0,19.0,44.0,0.643,Away,127.4,0.319,0.484,0.684,0.275,117.5,0.34,0.34,0.57,0.52,0.27
50,MEM,142.0,56.0,102.0,70.0,12.0,32.0,0.608,Home,140.3,0.225,0.314,0.633,0.176,99.8,0.287,0.532,0.477,0.441,0.191
51,WAS,142.0,52.0,91.0,60.0,15.0,31.0,0.654,Home,139.5,0.297,0.341,0.69,0.253,124.7,0.5,0.321,0.62,0.542,0.429
52,CHO,142.0,52.0,87.0,40.0,22.0,47.0,0.724,Away,140.7,0.23,0.54,0.741,0.184,118.9,0.291,0.453,0.619,0.587,0.221
53,MIL,142.0,53.0,100.0,60.0,20.0,40.0,0.63,Away,138.8,0.2,0.4,0.653,0.16,112.4,0.25,0.464,0.617,0.595,0.179
54,LAC,142.0,51.0,92.0,57.0,18.0,35.0,0.652,Home,136.9,0.283,0.38,0.686,0.239,107.1,0.209,0.407,0.559,0.533,0.154
55,SAC,142.0,53.0,97.0,63.0,15.0,34.0,0.624,Home,142.2,0.258,0.351,0.657,0.216,130.2,0.237,0.351,0.607,0.577,0.186
56,IND,141.0,46.0,89.0,55.0,19.0,34.0,0.624,Away,127.3,0.427,0.382,0.667,0.337,122.8,0.204,0.37,0.578,0.551,0.157
57,LAC,141.0,48.0,78.0,41.0,22.0,37.0,0.756,Away,137.1,0.397,0.474,0.769,0.295,128.3,0.295,0.337,0.615,0.574,0.242
58,PHI,141.0,54.0,88.0,53.0,15.0,35.0,0.699,Away,147.2,0.25,0.398,0.722,0.205,126.3,0.23,0.356,0.632,0.586,0.218
59,GSW,141.0,56.0,97.0,47.0,26.0,50.0,0.711,Home,137.2,0.072,0.515,0.704,0.031,110.9,0.231,0.352,0.569,0.544,0.165
60,MIL,141.0,52.0,98.0,55.0,18.0,43.0,0.622,Away,128.3,0.316,0.439,0.631,0.194,119.2,0.315,0.371,0.646,0.624,0.225
61,ATL,141.0,53.0,109.0,74.0,11.0,35.0,0.537,Away,113.9,0.266,0.321,0.579,0.22,115.5,0.198,0.488,0.543,0.525,0.132
62,DEN,141.0,54.0,83.0,67.0,4.0,16.0,0.675,Home,130.7,0.422,0.193,0.716,0.349,118.6,0.253,0.429,0.633,0.632,0.143
63,DET,141.0,48.0,93.0,53.0,18.0,40.0,0.613,Away,128.6,0.387,0.43,0.648,0.29,122.2,0.254,0.447,0.529,0.487,0.202
64,DEN,141.0,49.0,100.0,53.0,15.0,47.0,0.565,Home,124.3,0.36,0.47,0.609,0.28,128.7,0.5,0.457,0.637,0.553,0.447
65,MEM,141.0,53.0,90.0,55.0,18.0,35.0,0.689,Home,133.2,0.256,0.389,0.704,0.189,107.7,0.385,0.33,0.536,0.484,0.286
66,CHO,141.0,54.0,97.0,55.0,18.0,42.0,0.649,Away,129.4,0.237,0.433,0.658,0.155,109.2,0.176,0.343,0.541,0.529,0.108
67,MIN,141.0,55.0,108.0,66.0,15.0,42.0,0.579,Away,130.0,0.194,0.389,0.601,0.148,113.4,0.289,0.443,0.563,0.546,0.175
68,SAC,141.0,54.0,120.0,75.0,14.0,45.0,0.508,Away,114.0,0.242,0.375,0.531,0.158,110.8,0.275,0.431,0.599,0.574,0.196
