,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
1578,MIN,2022-12-28,118,NOP,42,83,54,10,29,119
1579,CHI,2022-12-26,118,HOU,45,92,57,13,35,133
1580,MIL,2022-12-25,118,BOS,42,84,48,13,36,139
1581,TOR,2022-12-23,118,CLE,42,84,47,19,37,107
1582,BRK,2022-12-23,118,MIL,46,93,61,14,32,100
1583,CHI,2022-12-23,118,NYK,45,93,62,14,31,117
1584,PHO,2022-12-17,118,NOP,39,83,42,15,41,114
1585,PHI,2022-12-16,118,GSW,39,85,47,15,38,106
1586,CLE,2022-12-16,118,IND,38,76,45,14,31,112
1587,LAL,2022-12-13,118,BOS,44,93,64,8,29,122
1588,MIN,2022-12-10,118,POR,45,83,60,10,23,124
1589,MIN,2022-12-09,118,UTA,42,79,44,14,35,108
1590,SAS,2022-12-08,118,HOU,46,83,47,13,36,109
1591,LAC,2022-11-29,118,POR,41,89,58,13,31,112
1592,HOU,2022-11-26,118,OKC,45,86,50,18,36,105
1593,UTA,2022-11-25,118,GSW,46,97,52,11,45,129
1594,CHI,2022-11-23,118,MIL,43,87,45,18,42,113
1595,UTA,2022-11-19,118,POR,42,91,52,14,39,113
1596,NYK,2022-11-15,118,UTA,44,93,61,11,32,111
1597,IND,2022-11-12,118,TOR,41,82,39,19,43,104
1598,NYK,2022-11-05,118,BOS,46,90,63,11,27,133
1599,PHI,2022-10-31,118,WAS,46,83,53,12,30,111
1600,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,PTS
1601,OKC,2022-10-27,118,LAC,47,95,57,17,38,110
1602,ATL,2022-10-26,118,DET,45,91,69,8,22,113
1603,PHI,2022-04-10,118,DET,46,88,63,5,25,106
1604,BRK,2022-04-08,118,CLE,43,92,60,12,32,107
1605,ATL,2022-04-06,118,WAS,43,92,53,16,39,103
1606,BRK,2022-04-05,118,HOU,39,86,49,15,37,105
1607,TOR,2022-04-05,118,ATL,44,101,66,9,35,108
1608,DAL,2022-04-03,118,MIL,39,76,38,16,38,112
1609,NYK,2022-04-03,118,ORL,45,93,49,15,44,88
1610,LAL,2022-04-03,118,DEN,49,92,72,6,20,129
1611,HOU,2022-03-30,118,SAC,43,94,52,13,42,121
1612,IND,2022-03-30,118,DEN,44,97,57,12,40,125
1613,OKC,2022-03-30,118,ATL,41,87,46,17,41,136
1614,MIL,2022-03-29,118,PHI,44,88,50,14,38,116
1615,GSW,2022-03-23,118,MIA,40,77,41,15,36,104
1616,OKC,2022-03-23,118,ORL,38,79,38,17,41,102
1617,HOU,2022-03-18,118,IND,39,79,52,12,27,121
1618,PHI,2022-03-16,118,CLE,41,79,47,12,32,114
1619,OKC,2022-03-13,118,MEM,41,97,56,13,41,125
1620,WAS,2022-03-12,118,POR,39,83,49,14,34,127
1621,MEM,2022-03-11,118,NYK,46,104,78,9,26,114
1622,ORL,2022-03-11,118,MIN,40,86,46,16,40,110
1623,MIL,2022-03-04,118,CHI,43,88,57,10,31,112
1624,MEM,2022-02-28,118,SAS,48,89,63,11,26,105
1625,UTA,2022-02-27,118,PHO,44,94,54,17,40,114
1626,NOP,2022-02-17,118,DAL,46,92,64,12,28,125
1627,SAC,2022-02-16,118,CHI,43,84,54,12,30,125
1628,CHO,2022-02-12,118,MEM,39,97,52,14,45,125
1629,MIN,2022-02-06,118,DET,42,91,55,17,36,105
1630,IND,2022-02-02,118,ORL,44,98,66,14,32,119
1631,BRK,2022-01-26,118,DEN,43,88,59,12,29,124
1632,MEM,2022-01-26,118,SAS,46,90,67,7,23,110
1633,DEN,2022-01-21,118,MEM,43,91,59,13,32,122
1634,WAS,2022-01-19,118,BRK,41,86,57,10,29,119
1635,SAS,2022-01-19,118,OKC,47,96,56,15,40,96
1636,HOU,2022-01-16,118,SAC,41,76,36,16,40,112
1637,ATL,2022-01-14,118,MIA,38,79,41,16,38,124
1638,MIL,2022-01-13,118,GSW,44,86,45,18,41,99
1639,OKC,2022-01-11,118,WAS,47,98,59,11,39,122
1640,ATL,2022-01-07,118,LAL,43,96,60,13,36,134
1641,MEM,2022-01-06,118,DET,48,98,66,10,32,88
1642,MEM,2022-01-03,118,BRK,48,102,67,10,35,104
1643,MEM,2021-12-31,118,SAS,49,102,76,10,26,105
1644,CLE,2021-12-31,118,ATL,48,84,59,8,25,121
1645,ORL,2021-12-30,118,MIL,42,87,51,13,36,136
1646,ATL,2021-12-27,118,CHI,40,89,55,15,34,130
1647,IND,2021-12-23,118,HOU,46,88,50,13,38,106
1648,HOU,2021-12-20,118,CHI,44,78,45,12,33,133
1649,PHO,2021-12-16,118,WAS,42,79,50,9,29,98
1650,MIA,2021-12-11,118,CHI,46,93,50,19,43,92
1651,UTA,2021-12-09,118,PHI,43,91,51,15,40,96
1652,HOU,2021-12-05,118,NOP,39,79,39,17,40,108
1653,GSW,2021-12-03,118,PHO,45,92,53,19,39,96
1654,HOU,2021-12-03,118,ORL,44,92,45,17,47,116
1655,MIL,2021-11-28,118,IND,46,90,55,8,35,100
1656,GSW,2021-11-26,118,POR,47,87,50,12,37,103
1657,PHO,2021-11-26,118,NYK,44,79,51,13,28,97
1658,HOU,2021-11-24,118,CHI,42,84,48,17,36,113
1659,UTA,2021-11-22,118,MEM,41,87,44,17,43,119
1660,POR,2021-11-20,118,PHI,40,80,46,15,34,111
1661,IND,2021-11-19,118,CHO,41,88,52,11,36,121
1662,POR,2021-11-15,118,TOR,46,82,46,16,36,113
1663,IND,2021-11-13,118,PHI,47,82,54,14,28,113
1664,CHO,2021-11-10,118,MEM,41,90,54,15,36,108
1665,MIL,2021-11-09,118,PHI,44,95,56,15,39,109
1666,MIN,2021-11-08,118,MEM,41,97,52,17,45,125
1667,CHI,2021-11-08,118,BRK,46,98,67,9,31,95
1668,MIA,2021-11-06,118,UTA,47,78,57,11,21,115
1669,SAS,2021-11-01,118,IND,47,89,61,14,28,131
1670,ATL,2021-11-01,118,WAS,38,83,49,13,34,111
1671,TOR,2021-10-27,118,IND,46,100,70,14,30,100
1672,MEM,2021-10-24,118,LAL,45,100,65,13,35,121
1673,DAL,2023-04-09,117,SAS,46,108,55,17,53,138
1674,UTA,2023-04-09,117,LAL,51,101,66,10,35,128
1675,CLE,2023-04-04,117,ORL,42,84,53,15,31,113
1676,MIL,2023-04-02,117,PHI,46,80,52,10,28,104
1677,PHI,2023-03-31,117,TOR,41,73,42,12,31,110
1678,OKC,2023-03-31,117,IND,42,88,58,4,30,121
1679,SAS,2023-03-29,117,UTA,45,95,60,10,35,128
1680,PHO,2023-03-27,117,UTA,43,101,65,11,36,103
1681,DET,2023-03-27,117,MIL,41,92,68,7,24,126
1682,CHO,2023-03-24,117,DAL,43,89,61,11,28,109
1683,LAC,2023-03-19,117,POR,43,94,66,12,28,102
1684,NOP,2023-03-19,117,HOU,42,85,54,13,31,107
1685,BOS,2023-03-18,117,UTA,42,88,37,22,51,118
1686,CLE,2023-03-17,117,WAS,48,87,68,4,19,94
1687,SAC,2023-03-15,117,CHI,38,78,36,18,42,114
1688,WAS,2023-03-14,117,DET,44,85,53,7,32,97
1689,DET,2023-03-13,117,IND,48,100,64,14,36,97
1690,NYK,2023-03-09,117,SAC,42,101,51,13,50,122
1691,CHI,2023-03-08,117,DEN,46,89,65,8,24,96
1692,PHI,2023-03-07,117,MIN,40,81,56,15,25,94
1693,DET,2023-03-07,117,WAS,43,84,54,13,30,119
1694,MIL,2023-03-05,117,WAS,39,83,34,22,49,111
1695,MIA,2023-03-04,117,ATL,42,83,48,13,35,109
1696,ORL,2023-03-03,117,CHO,46,86,60,10,26,106
1697,ORL,2023-03-01,117,MIL,43,94,61,9,33,139
1698,OKC,2023-03-01,117,LAL,44,91,51,11,40,123
1699,CHI,2023-03-01,117,DET,41,85,58,12,27,115
1700,BOS,2023-03-01,117,CLE,39,78,46,16,32,113
1701,OKC,2023-02-28,117,SAC,43,98,63,11,35,123
1702,CHO,2023-02-27,117,DET,43,83,57,13,26,106
1703,MEM,2023-02-15,117,UTA,43,107,67,14,40,111
1704,IND,2023-02-15,117,CHI,39,82,39,18,43,113
1705,IND,2023-02-13,117,UTA,46,91,57,11,34,123
1706,CLE,2023-02-13,117,SAS,44,78,50,9,28,109
1707,PHO,2023-02-10,117,IND,43,93,60,10,33,104
1708,TOR,2023-02-03,117,HOU,41,90,51,15,39,111
1709,GSW,2023-02-02,117,DEN,43,85,47,19,38,134
1710,MIA,2023-01-29,117,CHO,45,93,62,10,31,122
1711,HOU,2023-01-28,117,DET,44,92,65,8,27,114
1712,MIN,2023-01-28,117,SAC,42,80,43,17,37,110
1713,TOR,2023-01-27,117,GSW,46,101,68,12,33,129
1714,BOS,2023-01-26,117,NYK,41,100,54,16,46,120
1715,BRK,2023-01-20,117,UTA,43,80,39,18,41,106
1716,PHO,2023-01-19,117,BRK,39,85,57,11,28,112
1717,HOU,2023-01-18,117,CHO,46,91,59,10,32,122
1718,NYK,2023-01-15,117,DET,40,88,58,12,30,104
1719,UTA,2023-01-14,117,PHI,43,90,50,12,40,118
1720,TOR,2023-01-08,117,POR,40,91,60,12,31,105
1721,NOP,2023-01-07,117,DAL,45,94,65,5,29,127
1722,SAC,2023-01-04,117,ATL,41,88,63,10,25,120
1723,NYK,2023-01-04,117,SAS,45,94,63,10,31,114
1724,BOS,2023-01-03,117,OKC,40,88,48,12,40,150
1725,SAC,2023-01-03,117,UTA,46,86,54,9,32,115
1726,CLE,2022-12-26,117,BRK,39,82,46,13,36,125
1727,NYK,2022-12-23,117,CHI,43,86,51,16,35,118
1728,SAS,2022-12-22,117,NOP,43,90,62,9,28,126
1729,IND,2022-12-21,117,BOS,46,98,59,18,39,112
1730,WAS,2022-12-18,117,LAL,44,95,56,10,39,119
1731,ORL,2022-12-16,117,BOS,42,91,58,9,33,109
1732,DET,2022-12-11,117,LAL,43,93,48,17,45,124
1733,PHO,2022-12-09,117,NOP,43,86,42,22,44,128
1734,CHO,2022-12-05,117,LAC,47,98,64,12,34,119
1735,ATL,2022-12-02,117,DEN,49,88,60,10,28,109
1736,NOP,2022-12-02,117,SAS,40,92,50,12,42,99
1737,CHO,2022-12-02,117,WAS,40,95,66,12,29,116
1738,MEM,2022-12-02,117,PHI,42,97,67,11,30,109
1739,SAC,2022-11-28,117,PHO,46,88,63,9,25,122
1740,BRK,2022-11-25,117,IND,47,88,47,15,41,128
1741,MIL,2022-11-25,117,CLE,42,83,51,15,32,102
1742,BOS,2022-11-18,117,NOP,41,85,39,20,46,109
1743,POR,2022-11-15,117,SAS,41,79,47,15,32,110
1744,BOS,2022-11-12,117,DET,39,91,43,18,48,108
1745,DAL,2022-11-12,117,POR,41,81,38,14,43,112
1746,MIA,2022-11-10,117,CHO,39,90,54,10,36,112
1747,MIN,2022-11-09,117,PHO,41,78,51,9,27,129
1748,ATL,2022-11-07,117,MIL,46,99,70,11,29,98
1749,CLE,2022-11-07,117,LAC,43,83,50,16,33,119
1750,HOU,2022-11-05,117,MIN,40,84,46,16,38,129
1751,NOP,2022-11-02,117,LAL,47,102,77,8,25,120
1752,OKC,2022-10-29,117,DAL,44,89,64,5,25,111
1753,DEN,2022-10-28,117,UTA,39,85,48,17,37,101
1754,WAS,2022-10-28,117,IND,41,86,56,12,30,127
1755,CLE,2022-10-23,117,WAS,41,96,63,13,33,107
1756,OKC,2022-10-22,117,DEN,42,94,56,15,38,122
1757,ATL,2022-10-19,117,HOU,45,90,65,7,25,107
1758,PHI,2022-10-18,117,BOS,40,80,46,13,34,126
1759,LAC,2022-04-09,117,SAC,42,86,43,21,43,98
1760,TOR,2022-04-08,117,HOU,44,96,67,7,29,115
1761,CHI,2022-04-08,117,CHO,44,82,58,13,24,133
1762,BOS,2022-04-06,117,CHI,43,88,51,17,37,94
1763,OKC,2022-04-03,117,PHO,43,87,46,17,41,96
1764,IND,2022-04-03,117,DET,45,94,56,12,38,121
1765,HOU,2022-04-01,117,SAC,41,97,52,17,45,122
1766,NOP,2022-03-30,117,POR,40,78,54,6,24,107
1767,TOR,2022-03-24,117,CLE,42,89,52,16,37,104
1768,ATL,2022-03-22,117,NYK,40,81,45,15,36,111
1769,NOP,2022-03-20,117,ATL,43,96,75,7,21,112
1770,MIL,2022-03-14,117,UTA,40,86,55,12,31,111
1771,TOR,2022-03-11,117,PHO,42,94,62,14,32,112
1772,MIA,2022-03-11,117,CLE,41,86,51,11,35,105
1773,SAS,2022-03-07,117,LAL,46,84,58,9,26,110
1774,SAS,2022-03-05,117,CHO,45,98,61,11,37,123
1775,ATL,2022-03-04,117,WAS,38,91,55,13,36,114
1776,NOP,2022-02-25,117,PHO,38,87,58,8,29,102
1777,WAS,2022-02-17,117,BRK,46,83,59,12,24,103
1778,DEN,2022-02-16,117,GSW,43,91,55,14,36,116
1779,GSW,2022-02-12,117,LAL,40,90,52,12,38,115
1780,TOR,2022-02-09,117,OKC,45,88,53,13,35,98
1781,DET,2022-02-03,117,MIN,40,91,45,15,46,128
1782,CHO,2022-01-28,117,LAL,43,83,47,11,36,114
1783,PHI,2022-01-25,117,NOP,39,84,53,10,31,107
1784,NOP,2022-01-24,117,IND,41,88,58,6,30,113
1785,DEN,2022-01-23,117,DET,44,85,50,12,35,111
1786,BRK,2022-01-21,117,SAS,48,100,75,9,25,102
1787,GSW,2022-01-20,117,IND,42,94,52,9,42,121
1788,CHI,2022-01-19,117,CLE,47,86,64,10,22,104
1789,WAS,2022-01-17,117,PHI,42,87,57,9,30,98
1790,NYK,2022-01-15,117,ATL,42,83,52,13,31,108
1791,TOR,2022-01-05,117,MIL,42,89,53,16,36,111
1792,DET,2022-01-01,117,SAS,41,101,66,9,35,116
1793,ATL,2021-12-29,117,CHI,44,92,66,11,26,131
1794,SAC,2021-12-28,117,OKC,40,95,56,17,39,111
1795,POR,2021-12-27,117,DAL,35,82,42,12,40,132
1796,OKC,2021-12-26,117,NOP,41,86,50,13,36,112
1797,PHI,2021-12-26,117,WAS,43,86,55,12,31,96
1798,MIL,2021-12-25,117,BOS,43,91,58,12,33,113
1799,NYK,2021-12-23,117,WAS,42,93,51,13,42,124
1800,BOS,2021-12-13,117,MIL,43,86,39,20,47,103
1801,CLE,2021-12-11,117,SAC,41,88,57,12,31,103
1802,LAL,2021-12-07,117,BOS,48,93,66,8,27,102
1803,POR,2021-12-04,117,BOS,42,89,60,8,29,145
1804,LAL,2021-11-30,117,SAC,46,92,64,11,28,92
1805,BRK,2021-11-22,117,CLE,45,95,60,11,35,112
1806,MIL,2021-11-20,117,ORL,37,82,42,19,40,108
1807,GSW,2021-11-16,117,BRK,41,79,39,13,40,99
1808,MIA,2021-11-10,117,LAL,40,96,59,10,37,120
1809,SAC,2021-11-10,117,SAS,47,91,55,10,36,136
1810,CHI,2021-11-10,117,DAL,45,89,58,15,31,107
1811,LAC,2021-11-09,117,POR,44,85,55,16,30,109
1812,ATL,2021-11-06,117,PHO,42,97,64,13,33,121
1813,BRK,2021-11-03,117,ATL,43,88,40,22,48,108
1814,MIL,2021-11-02,117,DET,42,84,47,17,37,89
1815,HOU,2021-11-02,117,LAL,48,91,49,16,42,119
1816,BRK,2021-10-31,117,DET,47,72,47,13,25,91
1817,NOP,2021-10-30,117,NYK,42,92,59,11,33,123
1818,PHI,2021-10-20,117,NOP,44,85,60,13,25,97
1819,WAS,2023-04-05,116,ATL,45,94,66,6,28,134
1820,CLE,2023-03-31,116,NYK,44,86,49,17,37,130
1821,ORL,2023-03-31,116,WAS,44,88,64,8,24,109
1822,PHI,2023-03-29,116,DAL,37,80,44,17,36,108
1823,DEN,2023-03-27,116,PHI,43,85,53,11,32,111
1824,LAL,2023-03-24,116,OKC,42,91,57,12,34,111
1825,UTA,2023-03-24,116,MIL,40,104,64,11,40,144
1826,CLE,2023-03-23,116,BRK,42,89,57,12,32,114
1827,PHI,2023-03-22,116,CHI,39,82,45,16,37,91
1828,NYK,2023-03-18,116,DEN,41,83,51,9,32,110
1829,PHO,2023-03-16,116,ORL,43,90,55,13,35,113
1830,MIL,2023-03-14,116,PHO,40,85,46,12,39,104
1831,MIL,2023-03-11,116,GSW,43,100,49,21,51,125
1832,UTA,2023-03-07,116,DAL,41,92,48,15,44,120
1833,TOR,2023-03-04,116,WAS,47,90,60,12,30,109
1834,ATL,2023-02-28,116,WAS,43,93,58,13,35,119
1835,GSW,2023-02-24,116,HOU,37,78,24,26,54,101
1836,SAS,2023-02-23,116,DAL,45,86,61,10,25,142
1837,POR,2023-02-23,116,SAC,43,93,55,16,38,133
1838,LAC,2023-02-16,116,PHO,40,82,48,11,34,107
1839,BRK,2023-02-15,116,MIA,41,77,38,17,39,105
1840,TOR,2023-02-10,116,UTA,41,91,57,12,34,122
1841,CHO,2023-02-10,116,BOS,45,93,70,8,23,127
1842,BRK,2023-02-09,116,CHI,39,91,47,17,44,105
1843,ATL,2023-02-09,116,PHO,43,95,66,10,29,107
1844,MIA,2023-02-08,116,IND,37,79,60,6,19,111
1845,PHO,2023-02-07,116,BRK,43,92,61,9,31,112
1846,NOP,2023-02-07,116,ATL,45,91,59,12,32,107
1847,BRK,2023-02-06,116,LAC,41,84,53,16,31,124
1848,PHO,2023-02-04,116,DET,42,75,52,11,23,100
1849,WAS,2023-02-03,116,POR,42,84,51,12,33,124
1850,IND,2023-01-24,116,CHI,42,99,62,10,37,110
1851,GSW,2023-01-22,116,BRK,41,90,58,13,32,120
1852,NYK,2023-01-22,116,TOR,40,82,41,18,41,125
1853,WAS,2023-01-18,116,NYK,42,95,53,16,42,105
1854,SAC,2023-01-18,116,LAL,43,87,57,9,30,111
1855,ORL,2023-01-15,116,DEN,41,84,55,7,29,119
1856,NOP,2023-01-13,116,DET,42,86,55,11,31,110
1857,PHO,2023-01-13,116,MIN,41,86,63,14,23,121
1858,DET,2023-01-10,116,PHI,36,89,50,14,39,147
1859,UTA,2023-01-10,116,CLE,38,87,51,10,36,114
1860,IND,2023-01-08,116,CHO,38,87,49,13,38,111
1861,SAS,2023-01-07,116,BOS,49,100,75,7,25,121
1862,DET,2022-12-31,116,MIN,43,89,62,10,27,104
1863,MEM,2022-12-31,116,NOP,47,92,63,5,29,101
1864,PHI,2022-12-30,116,NOP,42,75,41,14,34,127
1865,BOS,2022-12-29,116,LAC,44,91,52,11,39,110
1866,WAS,2022-12-27,116,PHI,39,85,52,11,33,111
1867,ORL,2022-12-21,116,HOU,41,91,54,11,37,110
1868,MIN,2022-12-19,116,DAL,42,89,58,12,31,106
1869,TOR,2022-12-16,116,BRK,41,84,60,9,24,119
1870,ATL,2022-12-09,116,BRK,46,93,64,10,29,120
1871,CHO,2022-12-07,116,BRK,47,88,64,10,24,122
1872,ORL,2022-12-07,116,LAC,40,95,67,8,28,111
1873,DAL,2022-12-06,116,DEN,36,72,36,17,36,115
1874,CLE,2022-12-06,116,LAL,48,93,66,7,27,102
1875,DET,2022-12-06,116,MIA,43,87,46,19,41,96
1876,BOS,2022-12-05,116,TOR,44,90,54,13,36,110
1877,POR,2022-12-04,116,IND,42,86,46,17,40,100
1878,POR,2022-12-03,116,UTA,41,85,60,10,25,111
1879,WAS,2022-12-02,116,CHO,39,86,53,12,33,117
1880,BOS,2022-12-02,116,MIA,40,87,42,15,45,120
1881,DAL,2022-11-29,116,GSW,42,91,47,15,44,113
1882,IND,2022-11-28,116,LAL,43,105,56,17,49,115
1883,UTA,2022-11-23,116,DET,41,83,42,18,41,125
1884,PHO,2022-11-20,116,NYK,43,101,62,17,39,95
1885,LAL,2022-11-13,116,BRK,44,91,64,11,27,103
1886,TOR,2022-11-09,116,HOU,42,102,58,15,44,109
1887,GSW,2022-11-07,116,SAC,44,88,50,14,38,113
1888,LAL,2022-11-07,116,UTA,40,82,58,9,24,139
1889,LAL,2022-11-04,116,UTA,40,83,57,11,26,130
1890,MIL,2022-11-02,116,DET,43,92,54,10,38,91
1891,MIA,2022-11-01,116,GSW,40,88,46,16,42,109
1892,PHO,2022-11-01,116,MIN,41,89,46,17,43,107
1893,OKC,2022-11-01,116,ORL,45,95,61,10,34,108
1894,BRK,2022-10-31,116,IND,43,80,50,11,30,109
1895,BRK,2022-10-29,116,IND,41,82,43,14,39,125
1896,MIN,2022-10-23,116,OKC,46,88,54,10,34,106
1897,CHI,2022-10-19,116,MIA,41,93,57,13,36,108
1898,SAC,2022-04-10,116,PHO,40,76,50,14,26,109
1899,SAS,2022-04-05,116,DEN,44,89,63,12,26,97
1900,PHI,2022-03-29,116,MIL,43,89,48,16,41,118
1901,NOP,2022-03-27,116,LAL,44,91,64,9,27,108
1902,MIN,2022-03-25,116,DAL,43,84,52,11,32,95
1903,MIN,2022-03-23,116,PHO,42,95,52,13,43,125
1904,DEN,2022-03-18,116,CLE,46,92,59,10,33,119
1905,CHO,2022-03-16,116,ATL,43,87,52,11,35,106
1906,OKC,2022-03-14,116,CHO,42,90,46,16,44,134
1907,PHI,2022-03-13,116,ORL,35,92,55,14,37,114
1908,NYK,2022-03-06,116,LAC,42,89,60,13,29,93
1909,UTA,2022-03-06,116,OKC,40,89,37,23,52,103
1910,GSW,2022-03-05,116,LAL,46,92,58,15,34,124
1911,DEN,2022-03-04,116,HOU,39,86,53,13,33,101
1912,WAS,2022-03-01,116,DET,41,82,56,13,26,113
1913,MEM,2022-02-26,116,CHI,44,100,77,7,23,110
1914,GSW,2022-02-16,116,DEN,45,87,53,10,34,117
1915,CLE,2022-02-15,116,ATL,45,88,47,16,41,124
1916,NYK,2022-02-10,116,GSW,39,90,54,14,36,114
1917,DAL,2022-02-08,116,DET,40,79,43,18,36,86
1918,LAL,2022-02-08,116,MIL,44,85,53,10,32,131
1919,TOR,2022-02-07,116,CHO,41,84,49,15,35,101
1920,BOS,2022-02-06,116,ORL,45,99,53,13,46,83
1921,LAC,2022-01-31,116,IND,45,96,52,15,44,122
1922,NYK,2022-01-31,116,SAC,40,80,45,13,35,96
1923,POR,2022-01-30,116,CHI,43,83,44,18,39,130
1924,DEN,2022-01-28,116,NOP,41,82,49,12,33,105
1925,LAC,2022-01-25,116,WAS,39,94,65,11,29,115
1926,BOS,2022-01-23,116,WAS,40,90,51,19,39,87
1927,LAL,2022-01-21,116,ORL,42,85,55,13,30,105
1928,HOU,2022-01-19,116,UTA,41,96,51,22,45,111
1929,ORL,2022-01-14,116,CHO,45,87,42,15,45,109
1930,MEM,2022-01-13,116,MIN,42,92,60,8,32,108
1931,LAL,2022-01-12,116,SAC,42,98,51,16,47,125
1932,MEM,2022-01-11,116,GSW,44,100,66,14,34,108
1933,UTA,2022-01-10,116,DET,44,86,53,11,33,126
1934,PHI,2022-01-05,116,ORL,43,85,57,12,28,106
1935,BOS,2022-01-02,116,ORL,39,86,50,13,36,111
1936,SAS,2022-01-01,116,DET,42,102,62,12,40,117
1937,UTA,2022-01-01,116,GSW,40,92,48,14,44,123
1938,BRK,2022-01-01,116,LAC,42,97,64,11,33,120
1939,TOR,2021-12-31,116,LAC,40,96,61,11,35,108
1940,CHO,2021-12-29,116,IND,44,85,59,9,26,108
1941,GSW,2021-12-25,116,PHO,42,85,48,14,37,107
1942,DAL,2021-12-25,116,UTA,38,89,59,10,30,120
1943,MIN,2021-12-23,116,UTA,45,101,56,17,45,128
1944,SAS,2021-12-20,116,LAC,50,114,77,12,37,92
1945,HOU,2021-12-18,116,DET,46,93,55,14,38,107
1946,NOP,2021-12-17,116,MIL,42,89,52,13,37,112
1947,CHO,2021-12-17,116,POR,44,92,55,13,37,125
1948,NYK,2021-12-16,116,HOU,39,83,47,17,36,103
1949,BRK,2021-12-12,116,DET,41,87,59,11,28,104
1950,MIN,2021-12-12,116,POR,38,85,49,14,36,111
1951,LAL,2021-12-10,116,OKC,41,87,45,19,42,95
1952,DET,2021-12-08,116,WAS,37,79,55,13,24,119
1953,IND,2021-12-06,116,WAS,43,82,59,9,23,110
1954,CLE,2021-12-03,116,WAS,42,89,59,13,30,101
1955,ORL,2021-12-03,116,HOU,42,86,49,13,37,118
1956,SAS,2021-11-29,116,WAS,49,92,74,8,18,99
1957,IND,2021-11-24,116,LAL,42,104,58,13,46,124
1958,GSW,2021-11-24,116,PHI,42,80,42,15,38,96
1959,DET,2021-11-21,116,LAL,43,97,57,14,40,121
1960,BRK,2021-11-07,116,TOR,41,80,42,17,38,103
1961,UTA,2021-11-04,116,ATL,41,81,40,17,41,98
1962,WAS,2021-10-27,116,BOS,43,84,59,9,25,107
1963,POR,2021-10-27,116,MEM,39,84,48,15,36,96
1964,DAL,2021-10-26,116,HOU,43,93,50,12,43,106
1965,LAC,2021-10-25,116,POR,44,93,50,14,43,86
1966,OKC,2023-04-09,115,MEM,45,90,54,12,36,100
1967,CHI,2023-04-07,115,DAL,46,88,57,11,31,112
1968,IND,2023-04-07,115,DET,41,83,52,11,31,122
1969,DEN,2023-04-06,115,PHO,44,83,60,8,23,119
1970,PHO,2023-04-04,115,SAS,43,89,56,10,33,94
1971,CLE,2023-04-02,115,IND,44,90,66,9,24,105
1972,SAS,2023-03-31,115,GSW,42,91,53,15,38,130
1973,DET,2023-03-31,115,HOU,43,89,54,11,35,121
1974,SAC,2023-03-27,115,MIN,39,84,57,5,27,119
1975,HOU,2023-03-27,115,NYK,42,87,61,7,26,137
1976,NOP,2023-03-23,115,CHO,45,98,64,11,34,96
1977,UTA,2023-03-22,115,POR,39,82,47,11,35,127
1978,CLE,2023-03-21,115,BRK,42,83,54,14,29,109
1979,CHO,2023-03-20,115,IND,41,90,59,10,31,109
1980,UTA,2023-03-13,115,MIA,43,90,52,16,38,119
1981,ATL,2023-03-13,115,MIN,44,97,75,4,22,136
1982,DET,2023-03-11,115,IND,43,94,60,11,34,121
1983,CLE,2023-03-10,115,MIA,40,86,43,18,43,119
1984,BOS,2023-03-08,115,POR,42,88,39,18,49,93
1985,BRK,2023-03-03,115,BOS,40,95,51,14,44,105
1986,GSW,2023-03-02,115,LAC,39,93,47,14,46,91
1987,DET,2023-03-01,115,CHI,39,78,43,14,35,117
1988,OKC,2023-02-26,115,SAC,41,86,46,16,40,124
1989,OKC,2023-02-24,115,PHO,41,95,57,15,38,124
1990,NYK,2023-02-24,115,WAS,45,92,63,12,29,109
1991,TOR,2023-02-23,115,NOP,43,92,61,9,31,110
1992,DEN,2023-02-23,115,CLE,39,84,48,17,36,109
1993,LAL,2023-02-13,115,POR,42,95,58,12,37,127
1994,ORL,2023-02-09,115,DEN,47,97,70,9,27,104
1995,MIL,2023-02-09,115,LAL,45,99,52,12,47,106
1996,MIA,2023-02-04,115,MIL,45,101,70,8,31,123
1997,ATL,2023-02-03,115,UTA,44,95,58,10,37,108
1998,CHO,2023-01-31,115,MIL,42,111,72,11,39,124
1999,NYK,2023-01-28,115,BRK,45,88,60,10,28,122
2000,LAL,2023-01-24,115,LAC,42,95,55,16,40,133
2001,DAL,2023-01-20,115,MIA,37,80,42,18,38,90
2002,MEM,2023-01-18,115,CLE,44,97,63,11,34,114
2003,DEN,2023-01-13,115,LAC,41,82,49,14,33,103
2004,LAL,2023-01-12,115,DAL,44,112,71,10,41,119
2005,HOU,2023-01-11,115,SAC,44,96,55,16,41,135
2006,ORL,2023-01-07,115,GSW,44,87,55,13,32,101
2007,LAC,2023-01-06,115,MIN,44,100,75,9,25,128
2008,ORL,2023-01-05,115,MEM,39,84,48,11,36,123
2009,OKC,2023-01-04,115,ORL,36,89,52,15,37,126
2010,UTA,2023-01-03,115,SAC,38,88,44,13,44,117
2011,CHO,2023-01-02,115,LAL,42,93,61,11,32,121
2012,PHI,2022-12-31,115,OKC,46,99,65,11,34,96
2013,NYK,2022-12-29,115,SAS,38,90,49,15,41,122
2014,LAL,2022-12-25,115,DAL,39,80,52,9,28,124
2015,CHO,2022-12-18,115,DEN,41,96,58,12,38,119
2016,OKC,2022-12-17,115,MEM,38,92,47,19,45,109
