Rk,Team,Date,eFG%,,Opp,Result,ORtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,FTr,3PAr,TS%,eFG%,FT/FGA
668,WAS,2021-11-13,.571,@,ORL,W 104-92,109.0,.119,.417,.588,.571,.095,96.4,.217,.435,.456,.408,.185
669,SAC,2021-11-10,.571,@,SAS,L 117-136,116.9,.176,.396,.597,.571,.143,135.9,.337,.348,.644,.630,.217
670,PHI,2021-11-03,.571,,CHI,W 103-98,109.6,.273,.364,.597,.571,.195,104.3,.220,.256,.545,.500,.195
671,HOU,2021-12-03,.571,,ORL,W 118-116,118.3,.163,.511,.598,.571,.141,116.3,.244,.430,.609,.564,.221
672,WAS,2022-02-10,.571,,BRK,W 113-112,123.0,.212,.365,.608,.571,.188,121.9,.333,.345,.581,.524,.286
673,WAS,2022-01-21,.571,,TOR,L 105-109,113.0,.118,.388,.587,.571,.094,117.3,.189,.333,.559,.528,.156
674,MIA,2022-01-21,.571,@,ATL,L 108-110,120.7,.141,.471,.598,.571,.129,123.0,.353,.485,.700,.662,.294
675,LAL,2022-01-21,.571,@,ORL,W 116-105,111.0,.271,.353,.610,.571,.224,100.5,.358,.494,.560,.512,.272
676,CHO,2021-12-29,.571,@,IND,W 116-108,111.8,.376,.306,.585,.571,.224,104.1,.337,.523,.547,.517,.221
677,PHI,2021-11-18,.571,@,DEN,W 103-89,111.2,.141,.341,.570,.571,.071,96.0,.180,.404,.463,.427,.146
678,MIA,2021-11-13,.571,@,UTA,W 111-105,115.4,.188,.388,.603,.571,.165,109.1,.294,.624,.547,.512,.212
679,DAL,2022-02-10,.571,,LAC,W 112-105,119.0,.346,.500,.623,.571,.295,111.6,.309,.284,.571,.537,.222
680,DEN,2022-02-04,.571,,NOP,L 105-113,114.2,.218,.526,.614,.571,.205,122.9,.307,.333,.664,.613,.280
681,LAC,2022-01-03,.571,,MIN,L 104-122,104.1,.218,.410,.608,.571,.192,122.2,.097,.484,.629,.613,.086
682,NOP,2022-03-13,.570,,HOU,W 130-105,128.0,.366,.344,.602,.570,.258,103.4,.325,.403,.597,.584,.195
683,ORL,2022-02-01,.570,@,CHI,L 115-126,114.1,.118,.419,.588,.570,.097,125.0,.322,.333,.613,.572,.256
684,HOU,2021-12-18,.570,@,DET,W 116-107,112.9,.183,.409,.577,.570,.108,104.1,.172,.387,.535,.516,.118
685,NOP,2022-03-15,.570,,PHO,L 115-131,117.9,.279,.395,.595,.570,.198,134.3,.167,.378,.678,.644,.167
686,LAC,2022-01-01,.570,@,BRK,W 120-116,118.6,.360,.419,.602,.570,.256,114.6,.258,.340,.537,.490,.216
687,PHI,2021-12-26,.570,@,WAS,W 117-96,123.8,.256,.360,.611,.570,.221,101.6,.311,.367,.469,.433,.200
688,PHO,2021-11-24,.570,@,CLE,W 120-115,117.9,.326,.256,.610,.570,.256,113.0,.258,.402,.532,.505,.175
689,HOU,2022-03-18,.570,,IND,L 118-121,115.2,.405,.342,.634,.570,.354,118.1,.188,.426,.553,.535,.129
690,NOP,2021-11-13,.570,,MEM,W 112-101,124.1,.316,.367,.622,.570,.278,111.9,.239,.273,.519,.477,.193
691,PHI,2021-12-20,.569,@,BOS,W 108-103,110.8,.431,.347,.631,.569,.361,105.6,.305,.329,.554,.506,.244
692,SAC,2022-03-12,.569,@,UTA,L 125-134,127.8,.223,.351,.605,.569,.191,137.0,.360,.477,.672,.651,.256
693,OKC,2022-03-30,.569,,ATL,L 118-136,112.4,.310,.471,.597,.569,.218,129.5,.242,.429,.675,.637,.220
694,MIL,2021-11-24,.569,,DET,W 114-93,115.1,.195,.414,.603,.569,.172,93.9,.200,.474,.450,.416,.147
695,UTA,2021-11-22,.569,,MEM,L 118-119,120.9,.287,.494,.602,.569,.218,121.9,.284,.368,.557,.511,.232
696,MIA,2021-11-17,.569,,NOP,W 113-98,124.3,.195,.460,.598,.569,.161,107.8,.373,.467,.561,.507,.293
697,NOP,2021-10-22,.569,@,CHI,L 112-128,111.3,.184,.333,.595,.569,.149,127.2,.281,.315,.640,.607,.225
698,MEM,2021-12-11,.569,,HOU,W 113-106,120.6,.450,.363,.590,.569,.275,113.1,.377,.429,.590,.565,.247
699,DET,2022-03-23,.568,,ATL,W 122-101,119.3,.284,.375,.616,.568,.250,98.7,.163,.478,.512,.478,.141
700,CLE,2022-03-19,.568,,DET,W 113-109,116.6,.261,.295,.576,.568,.148,112.5,.224,.353,.584,.559,.165
701,PHI,2022-02-17,.568,@,MIL,W 123-120,123.1,.307,.386,.616,.568,.261,120.1,.295,.463,.559,.516,.232
702,DEN,2022-02-14,.568,,ORL,W 121-111,115.8,.261,.455,.617,.568,.239,106.3,.253,.429,.549,.500,.220
703,CHI,2022-01-28,.568,@,SAS,L 122-131,123.4,.295,.341,.613,.568,.250,132.5,.189,.389,.636,.611,.158
704,IND,2021-11-05,.568,@,POR,L 106-110,112.0,.114,.477,.574,.568,.068,116.2,.183,.476,.621,.591,.159
705,MIA,2022-02-28,.568,,CHI,W 112-99,115.8,.321,.383,.606,.568,.247,102.4,.179,.345,.546,.530,.119
706,POR,2021-12-12,.568,,MIN,L 111-116,110.2,.346,.593,.595,.568,.235,115.2,.376,.424,.585,.529,.306
707,PHI,2021-11-20,.568,@,POR,L 111-118,115.8,.259,.346,.615,.568,.235,123.1,.288,.425,.655,.594,.288
708,POR,2022-03-18,.568,@,BRK,L 123-128,123.9,.250,.365,.577,.568,.146,129.0,.429,.325,.699,.649,.364
709,OKC,2022-02-14,.568,@,NYK,W 127-123 (OT),117.1,.281,.354,.589,.568,.188,113.4,.204,.463,.523,.486,.167
710,MIN,2022-02-11,.568,@,CHI,L 122-134,120.9,.167,.417,.592,.568,.135,132.8,.149,.356,.723,.713,.115
711,SAS,2022-01-19,.568,,OKC,W 118-96,119.1,.146,.417,.578,.568,.094,96.9,.153,.316,.459,.429,.122
712,SAC,2022-01-14,.568,,HOU,W 126-114,117.4,.250,.385,.591,.568,.177,106.2,.158,.426,.528,.500,.129
713,BOS,2021-12-18,.567,,NYK,W 114-107,119.2,.191,.506,.591,.567,.146,111.9,.375,.450,.574,.519,.300
714,LAC,2022-02-12,.567,@,DAL,W 99-97,106.4,.134,.268,.570,.567,.073,104.3,.224,.459,.519,.500,.141
715,NYK,2022-01-10,.567,,SAS,W 111-96,115.3,.293,.390,.600,.567,.220,99.7,.158,.305,.472,.453,.105
716,MIA,2022-01-05,.567,@,POR,W 115-109,129.8,.354,.500,.607,.567,.268,123.0,.462,.487,.581,.519,.359
717,NYK,2021-12-02,.567,,CHI,L 115-119,117.1,.329,.317,.612,.567,.268,121.2,.236,.326,.606,.556,.225
718,MEM,2021-11-24,.567,,TOR,L 113-126,120.5,.317,.354,.605,.567,.244,134.3,.236,.337,.641,.607,.202
719,MIL,2021-11-20,.567,,ORL,W 117-108,113.9,.451,.488,.595,.567,.293,105.1,.143,.520,.518,.495,.112
720,ATL,2021-11-08,.567,@,GSW,L 113-127,108.9,.317,.524,.605,.567,.244,122.4,.239,.478,.625,.576,.228
721,TOR,2022-03-18,.567,,LAL,L 123-128 (OT),122.6,.206,.381,.581,.567,.134,127.6,.219,.448,.608,.589,.156
722,UTA,2022-03-18,.567,,LAC,W 121-92,123.5,.144,.454,.586,.567,.113,93.9,.244,.407,.483,.424,.221
723,MEM,2022-02-05,.567,@,ORL,W 135-115,130.9,.210,.371,.589,.567,.152,111.5,.322,.533,.560,.528,.222
724,MIN,2022-01-28,.567,@,PHO,L 124-134,124.5,.300,.433,.609,.567,.244,134.5,.440,.464,.668,.631,.333
725,MIA,2022-01-12,.567,@,ATL,W 115-91,117.4,.156,.500,.598,.567,.144,92.9,.280,.549,.494,.457,.195
726,LAL,2022-01-02,.567,,MIN,W 108-103,111.3,.387,.547,.615,.567,.307,106.2,.174,.413,.520,.495,.130
727,MIL,2021-12-15,.567,,IND,W 114-99,123.3,.167,.322,.590,.567,.133,107.1,.133,.458,.564,.536,.120
728,PHI,2021-12-08,.567,@,CHO,W 110-106,116.3,.400,.453,.624,.567,.333,112.1,.263,.363,.594,.550,.225
729,LAL,2021-12-03,.567,,LAC,L 115-119,123.3,.233,.367,.579,.567,.144,127.5,.296,.432,.650,.605,.259
730,NYK,2021-10-20,.567,,BOS,W 138-134 (2OT),110.0,.257,.429,.590,.567,.181,106.8,.197,.487,.527,.500,.145
731,SAS,2021-10-20,.566,,ORL,W 123-97,127.9,.184,.306,.581,.566,.122,100.8,.267,.337,.505,.459,.209
732,NOP,2022-03-24,.566,,CHI,W 126-109,131.7,.410,.349,.643,.566,.386,114.0,.244,.436,.631,.603,.192
733,DAL,2022-03-21,.566,,MIN,W 110-108,115.6,.253,.554,.596,.566,.193,113.5,.319,.396,.520,.467,.253
734,DAL,2022-03-16,.566,@,BRK,W 113-111,127.6,.229,.410,.618,.566,.229,125.3,.165,.286,.569,.544,.132
735,IND,2022-02-16,.566,,WAS,W 113-108,117.2,.349,.241,.590,.566,.229,112.0,.176,.407,.551,.522,.143
736,ORL,2022-01-28,.566,,DET,W 119-103,122.4,.313,.301,.630,.566,.301,106.0,.425,.333,.499,.425,.333
737,BRK,2022-01-17,.566,@,CLE,L 107-114,112.6,.217,.361,.588,.566,.157,120.0,.259,.395,.632,.586,.235
738,PHI,2021-11-04,.566,@,DET,W 109-98,121.4,.265,.386,.588,.566,.181,109.2,.218,.414,.514,.466,.195
739,DEN,2021-10-26,.566,@,UTA,L 110-122,109.9,.289,.337,.588,.566,.193,121.9,.341,.459,.624,.588,.259
740,MIN,2022-04-10,.566,,CHI,L 120-124,118.6,.242,.341,.596,.566,.187,122.6,.398,.253,.636,.590,.313
741,ATL,2022-03-18,.566,,MEM,W 120-105,122.7,.231,.308,.599,.566,.187,107.4,.267,.256,.546,.512,.198
742,MIL,2021-12-30,.566,@,ORL,W 136-118,134.3,.396,.363,.636,.566,.363,116.5,.310,.414,.597,.557,.241
743,ORL,2022-03-09,.566,@,NOP,W 108-102,110.1,.342,.487,.618,.566,.289,104.0,.194,.333,.505,.478,.140
744,DAL,2022-02-15,.566,@,MIA,W 107-99,123.8,.434,.539,.591,.566,.276,114.6,.321,.321,.516,.458,.262
745,NYK,2021-11-01,.566,,TOR,L 104-113,109.3,.316,.500,.601,.566,.237,118.8,.141,.424,.537,.505,.131
746,DET,2022-03-29,.566,@,BRK,L 123-130,124.5,.131,.384,.587,.566,.111,131.6,.447,.368,.715,.651,.408
747,BRK,2022-02-14,.565,,SAC,W 109-85,108.2,.179,.310,.602,.565,.167,84.4,.200,.389,.434,.394,.156
748,POR,2022-02-12,.565,,NYK,W 112-103,115.6,.238,.476,.603,.565,.202,106.3,.420,.481,.537,.457,.358
749,UTA,2022-01-08,.565,@,IND,L 113-125,117.2,.226,.417,.612,.565,.214,129.7,.400,.363,.664,.638,.288
750,LAL,2021-12-12,.565,,ORL,W 106-94,109.0,.202,.333,.579,.565,.131,96.7,.216,.432,.488,.449,.170
751,SAS,2021-11-12,.565,,DAL,L 109-123,107.8,.238,.357,.587,.565,.167,121.7,.190,.450,.568,.550,.130
752,WAS,2021-10-27,.565,@,BOS,W 116-107,118.4,.345,.298,.599,.565,.250,109.2,.329,.341,.550,.494,.271
753,CLE,2021-10-22,.565,,CHO,L 112-123,108.8,.238,.369,.603,.565,.202,119.5,.187,.352,.624,.599,.154
754,LAL,2022-04-03,.565,,DEN,L 118-129,115.1,.228,.217,.583,.565,.152,125.8,.354,.378,.681,.646,.280
755,PHO,2022-03-20,.565,@,SAC,W 127-124 (OT),116.2,.293,.304,.611,.565,.250,113.5,.396,.374,.580,.516,.330
756,IND,2022-03-12,.565,@,SAS,W 119-108,118.8,.163,.391,.603,.565,.163,107.8,.157,.333,.495,.466,.127
757,NOP,2022-02-17,.565,,DAL,L 118-125,125.2,.228,.304,.583,.565,.152,132.6,.305,.488,.672,.652,.220
758,MIL,2022-02-01,.565,,WAS,W 112-98,118.5,.098,.413,.584,.565,.087,103.7,.244,.427,.540,.512,.171
759,MEM,2022-01-17,.565,,CHI,W 119-106,112.6,.217,.272,.590,.565,.163,100.3,.163,.337,.538,.505,.141
760,GSW,2022-01-03,.565,,MIA,W 115-108,112.9,.141,.413,.588,.565,.120,106.0,.211,.467,.549,.506,.189
761,DEN,2022-04-10,.565,,LAL,L 141-146 (OT),124.3,.360,.470,.609,.565,.280,128.7,.500,.457,.637,.553,.447
762,MIN,2021-12-19,.565,,DAL,W 111-105,120.9,.403,.442,.612,.565,.312,114.4,.268,.500,.573,.512,.256
763,HOU,2021-12-11,.565,@,MEM,L 106-113,113.1,.377,.429,.590,.565,.247,120.6,.450,.363,.590,.569,.275
764,NYK,2022-03-30,.565,,CHO,L 114-125,117.5,.306,.518,.591,.565,.212,128.8,.189,.389,.641,.611,.167
765,POR,2022-03-05,.565,@,MIN,L 121-135,122.0,.353,.447,.616,.565,.294,136.1,.341,.435,.690,.653,.282
766,POR,2022-02-05,.565,,MIL,L 108-137,108.8,.247,.529,.573,.565,.141,138.0,.239,.543,.674,.658,.174
767,NYK,2021-12-25,.565,,ATL,W 101-87,109.0,.141,.588,.559,.565,.059,93.9,.161,.437,.467,.454,.092
768,NYK,2022-04-03,.565,@,ORL,W 118-88,123.5,.172,.473,.590,.565,.140,92.1,.318,.518,.454,.424,.188
769,PHO,2021-12-23,.565,,OKC,W 113-101,112.2,.140,.419,.572,.565,.086,100.3,.219,.427,.480,.443,.167
770,UTA,2021-12-17,.565,,SAS,L 126-128,124.3,.280,.398,.603,.565,.226,126.2,.180,.410,.593,.575,.130
771,GSW,2021-11-12,.565,,CHI,W 119-93,119.0,.172,.495,.595,.565,.151,93.0,.282,.346,.530,.487,.218
772,MIA,2021-12-15,.564,@,PHI,W 101-96,110.7,.218,.564,.591,.564,.167,105.3,.215,.468,.555,.519,.177
773,NYK,2022-03-22,.564,,ATL,L 111-117,117.3,.302,.395,.570,.564,.163,123.6,.333,.444,.630,.586,.272
774,CLE,2022-03-14,.564,,LAC,W 120-111 (OT),122.0,.372,.349,.600,.564,.267,112.8,.173,.367,.526,.500,.133
775,ATL,2022-03-09,.564,@,MIL,L 115-124,117.1,.256,.442,.601,.564,.209,126.2,.245,.372,.595,.564,.191
776,ORL,2021-12-03,.564,@,HOU,L 116-118,116.3,.244,.430,.609,.564,.221,118.3,.163,.511,.598,.571,.141
777,DEN,2021-10-22,.564,,SAS,W 102-96,100.7,.093,.349,.570,.564,.058,94.8,.167,.286,.532,.512,.119
778,MIL,2022-03-09,.564,,ATL,W 124-115,126.2,.245,.372,.595,.564,.191,117.1,.256,.442,.601,.564,.209
779,CHI,2022-02-16,.564,,SAC,W 125-118,127.7,.213,.309,.608,.564,.202,120.6,.262,.357,.630,.583,.238
780,MIL,2021-12-01,.564,,CHO,W 127-125,118.6,.277,.383,.602,.564,.223,116.7,.241,.586,.649,.615,.207
781,MIL,2021-11-22,.564,,ORL,W 123-92,123.8,.255,.479,.588,.564,.181,92.6,.194,.441,.456,.425,.140
782,NOP,2022-04-01,.563,@,LAL,W 114-111,113.7,.367,.329,.621,.563,.316,110.7,.378,.329,.580,.543,.268
783,MIA,2022-03-30,.563,@,BOS,W 106-98,105.2,.316,.430,.589,.563,.215,97.3,.271,.435,.515,.476,.200
784,PHI,2022-01-07,.563,,SAS,W 119-100,121.4,.310,.264,.602,.563,.241,102.0,.217,.326,.496,.462,.163
785,WAS,2022-01-01,.563,,CHI,L 119-120,116.1,.299,.310,.604,.563,.241,117.1,.298,.405,.632,.589,.250
786,PHO,2021-11-30,.563,,GSW,W 104-96,109.9,.126,.345,.566,.563,.069,101.4,.163,.465,.521,.500,.116
787,ATL,2021-11-22,.563,,OKC,W 113-101,123.7,.184,.391,.601,.563,.172,110.5,.144,.392,.490,.454,.134
788,ORL,2021-11-07,.563,,UTA,W 107-100,110.1,.126,.368,.583,.563,.103,102.9,.326,.472,.491,.427,.270
789,ORL,2021-10-29,.563,@,TOR,L 109-110,115.4,.184,.391,.580,.563,.126,116.5,.256,.349,.575,.552,.174
790,NYK,2021-10-26,.563,,PHI,W 112-99,125.3,.172,.425,.598,.563,.161,110.8,.207,.500,.553,.512,.183
791,PHO,2022-01-17,.563,@,SAS,W 121-107,125.7,.211,.337,.583,.563,.147,111.1,.239,.326,.526,.495,.174
792,CHO,2021-11-27,.563,@,HOU,L 143-146 (OT),134.8,.291,.485,.615,.563,.262,137.7,.326,.516,.672,.658,.221
793,MEM,2022-03-20,.563,@,HOU,W 122-98,113.4,.177,.354,.589,.563,.146,91.1,.279,.360,.507,.488,.163
794,PHO,2022-03-11,.563,,TOR,L 112-117,107.6,.193,.409,.587,.563,.148,112.4,.223,.340,.567,.521,.202
795,TOR,2022-01-04,.563,,SAS,W 129-104,125.3,.302,.458,.593,.563,.219,101.0,.200,.368,.503,.479,.137
796,DET,2021-12-23,.563,@,MIA,L 112-115,111.3,.313,.500,.615,.563,.275,114.3,.216,.364,.597,.557,.193
797,DEN,2021-12-08,.563,@,NOP,W 120-114 (OT),114.9,.307,.364,.601,.563,.239,109.2,.133,.333,.598,.583,.100
798,BOS,2021-11-20,.563,,OKC,W 111-105,118.8,.159,.443,.589,.563,.136,112.4,.167,.438,.510,.500,.094
799,BOS,2021-11-19,.563,,LAL,W 130-108,130.9,.432,.341,.621,.563,.352,108.8,.286,.357,.571,.536,.214
800,NOP,2021-11-12,.563,,BRK,L 112-120,117.1,.182,.364,.589,.563,.148,125.5,.329,.415,.639,.610,.244
801,PHI,2021-10-24,.563,@,OKC,W 115-103,120.3,.227,.466,.594,.563,.182,107.8,.226,.369,.558,.524,.179
802,MIA,2022-03-02,.562,@,MIL,L 119-120,116.9,.124,.454,.582,.562,.103,117.9,.297,.396,.583,.527,.264
803,ATL,2021-11-14,.562,,MIL,W 120-100,125.6,.134,.361,.584,.562,.113,104.7,.190,.488,.549,.536,.119
804,SAS,2022-04-05,.562,@,DEN,W 116-97,112.8,.270,.292,.583,.562,.180,94.3,.122,.337,.470,.454,.082
805,TOR,2022-03-24,.562,,CLE,W 117-104,131.6,.213,.416,.601,.562,.191,117.0,.278,.380,.586,.544,.228
806,TOR,2022-01-05,.562,@,MIL,W 117-111,114.7,.281,.404,.585,.562,.191,108.9,.306,.459,.575,.547,.212
807,BRK,2021-12-25,.562,@,LAL,W 122-115,117.6,.303,.360,.605,.562,.247,110.8,.292,.365,.531,.469,.260
808,DAL,2021-10-28,.562,,SAS,W 104-99,108.4,.146,.506,.549,.562,.045,103.2,.170,.341,.523,.511,.102
809,BOS,2022-03-16,.562,@,GSW,W 110-88,120.2,.272,.494,.607,.562,.235,96.2,.186,.558,.473,.436,.151
810,UTA,2022-01-30,.562,@,MIN,L 106-126,107.1,.259,.494,.587,.562,.185,127.3,.202,.348,.650,.624,.169
811,IND,2021-10-20,.561,@,CHO,L 122-123,112.2,.267,.522,.607,.561,.233,113.2,.252,.290,.517,.491,.168
812,DET,2022-03-31,.561,,PHI,W 102-94,111.9,.183,.427,.576,.561,.122,103.1,.406,.377,.578,.500,.362
813,LAC,2022-03-11,.561,@,ATL,L 106-112,114.9,.207,.390,.592,.561,.171,121.4,.211,.344,.569,.528,.189
814,DAL,2022-03-01,.561,@,LAL,W 109-104,113.2,.329,.427,.581,.561,.207,108.0,.244,.415,.573,.537,.195
815,DEN,2022-02-26,.561,,SAC,W 115-110,112.0,.354,.524,.607,.561,.280,107.2,.371,.337,.531,.478,.281
816,MIA,2022-02-12,.561,,BRK,W 115-111,116.0,.354,.354,.607,.561,.280,111.9,.237,.430,.541,.516,.161
817,HOU,2022-02-02,.561,,CLE,W 115-104,118.3,.402,.488,.596,.561,.280,107.0,.338,.263,.566,.556,.188
818,DEN,2021-11-19,.561,,CHI,L 108-114,115.6,.244,.451,.595,.561,.195,122.0,.258,.333,.550,.484,.258
819,MIA,2021-11-18,.561,,WAS,W 112-97,122.8,.293,.317,.605,.561,.244,106.4,.130,.468,.596,.591,.078
820,MIN,2021-11-17,.561,,SAC,W 107-97,115.5,.220,.439,.595,.561,.183,104.7,.269,.409,.466,.419,.204
821,MIA,2021-11-15,.561,@,OKC,W 103-90,107.5,.159,.488,.587,.561,.134,94.0,.120,.494,.515,.500,.084
822,CLE,2021-11-12,.561,,DET,W 98-78,103.1,.110,.500,.570,.561,.073,82.1,.165,.380,.460,.424,.139
823,WAS,2021-11-20,.561,,MIA,W 103-100,114.3,.311,.405,.612,.561,.270,111.0,.247,.333,.557,.512,.210
824,DAL,2022-01-14,.560,@,MEM,W 112-85,113.1,.176,.352,.571,.560,.110,85.8,.146,.348,.449,.421,.112
825,SAS,2021-12-19,.560,@,SAC,L 114-121,119.0,.143,.275,.589,.560,.132,126.3,.198,.275,.612,.582,.165
826,SAS,2021-12-02,.560,@,POR,W 114-83,114.3,.176,.396,.581,.560,.132,83.3,.207,.415,.464,.427,.159
827,IND,2022-01-02,.560,@,CLE,L 104-108,112.1,.169,.554,.583,.560,.133,116.4,.318,.295,.538,.500,.227
828,LAC,2021-11-21,.560,,DAL,W 97-91,109.1,.240,.387,.585,.560,.173,102.3,.217,.361,.500,.446,.205
829,CHO,2022-03-08,.560,,BRK,L 121-132,116.8,.239,.446,.595,.560,.196,127.4,.354,.427,.696,.671,.268
830,MEM,2022-02-10,.560,@,DET,W 132-107,130.7,.457,.326,.597,.560,.315,105.9,.223,.372,.518,.473,.191
831,LAL,2021-11-30,.560,@,SAC,W 117-92,117.2,.217,.304,.580,.560,.152,92.2,.278,.367,.519,.481,.203
832,MEM,2021-11-08,.560,,MIN,W 125-118 (OT),124.6,.283,.304,.604,.560,.239,117.7,.237,.464,.551,.510,.196
833,LAL,2021-10-27,.560,@,OKC,L 115-123,112.8,.152,.380,.586,.560,.130,120.6,.337,.430,.623,.587,.256
834,PHI,2022-03-07,.560,,CHI,W 121-106,126.1,.405,.357,.611,.560,.321,110.5,.299,.276,.538,.494,.230
835,DAL,2022-03-05,.560,,SAC,W 114-113,116.1,.321,.429,.594,.560,.238,115.1,.191,.266,.554,.537,.128
836,LAL,2022-03-03,.560,@,LAC,L 111-132,116.0,.262,.417,.592,.560,.202,138.0,.161,.290,.663,.640,.140
837,BRK,2022-03-01,.560,@,TOR,L 108-109,114.0,.226,.298,.585,.560,.167,115.0,.256,.256,.544,.494,.222
838,MEM,2022-03-23,.559,,BRK,W 132-120,131.2,.218,.376,.596,.559,.188,119.2,.310,.287,.607,.546,.287
839,BOS,2022-03-09,.559,@,CHO,W 115-101,122.6,.151,.398,.580,.559,.118,107.7,.329,.388,.519,.471,.247
840,SAS,2022-03-03,.559,,SAC,L 112-115,109.6,.172,.344,.560,.559,.086,112.6,.376,.376,.580,.518,.318
841,LAL,2021-12-07,.559,,BOS,W 117-102,118.7,.183,.290,.582,.559,.140,103.5,.354,.402,.538,.500,.244
842,LAL,2021-11-02,.559,,HOU,W 119-117,112.1,.215,.269,.584,.559,.161,110.2,.132,.462,.608,.615,.055
843,PHO,2022-04-05,.559,,LAL,W 121-110,113.0,.088,.382,.571,.559,.069,102.7,.349,.337,.554,.506,.267
844,DET,2022-03-19,.559,@,CLE,L 109-113,112.5,.224,.353,.584,.559,.165,116.6,.261,.295,.576,.568,.148
845,MIA,2022-01-28,.559,,LAC,W 121-114,117.0,.318,.400,.624,.559,.306,110.2,.348,.380,.537,.495,.250
846,ATL,2021-12-15,.559,@,ORL,W 111-99,113.0,.188,.365,.603,.559,.188,100.7,.233,.389,.499,.444,.211
847,UTA,2022-02-27,.559,@,PHO,W 118-114,130.0,.213,.426,.574,.559,.138,125.6,.186,.326,.613,.587,.151
848,ATL,2021-10-21,.559,,DAL,W 113-87,109.9,.096,.372,.577,.559,.085,84.6,.140,.462,.441,.403,.129
849,DAL,2021-12-08,.558,@,MEM,W 104-96,108.5,.299,.429,.597,.558,.234,100.1,.278,.344,.475,.450,.167
850,MEM,2022-02-08,.558,,LAC,W 135-109,130.9,.243,.252,.592,.558,.194,105.7,.270,.348,.547,.511,.202
851,ORL,2022-03-11,.558,,MIN,W 118-110,121.3,.291,.465,.608,.558,.256,113.1,.144,.500,.575,.539,.144
852,IND,2022-02-04,.558,,CHI,L 115-122,117.9,.095,.284,.581,.558,.095,125.1,.256,.289,.609,.578,.200
853,LAC,2022-03-16,.558,,TOR,L 100-103,114.0,.192,.385,.591,.558,.167,117.4,.253,.386,.558,.524,.193
854,CHO,2022-03-16,.557,,ATL,W 116-106,123.4,.264,.402,.597,.557,.218,112.8,.151,.398,.534,.500,.140
855,NOP,2022-02-12,.557,,SAS,L 114-124,117.0,.230,.368,.595,.557,.195,127.3,.204,.398,.612,.581,.172
856,ORL,2021-12-30,.557,,MIL,L 118-136,116.5,.310,.414,.597,.557,.241,134.3,.396,.363,.636,.566,.363
857,TOR,2022-01-26,.557,@,CHI,L 105-111,112.8,.354,.392,.575,.557,.215,119.3,.190,.310,.610,.589,.143
858,NYK,2022-04-08,.557,@,WAS,W 114-92,119.7,.227,.443,.589,.557,.182,96.6,.246,.406,.601,.572,.188
859,POR,2022-03-14,.557,@,ATL,L 113-122,107.7,.239,.273,.581,.557,.170,116.2,.294,.440,.496,.422,.275
860,GSW,2022-03-10,.557,@,DEN,W 113-102,121.3,.227,.477,.584,.557,.170,109.5,.381,.369,.520,.458,.298
861,TOR,2022-02-12,.557,,DEN,L 109-110,116.0,.193,.386,.571,.557,.125,117.0,.250,.440,.590,.548,.214
862,BRK,2022-01-26,.557,,DEN,L 118-124,116.5,.295,.330,.593,.557,.227,122.4,.303,.404,.615,.556,.281
863,MIA,2021-12-23,.557,,DET,W 115-112,114.3,.216,.364,.597,.557,.193,111.3,.313,.500,.615,.563,.275
864,MIL,2021-12-12,.557,@,NYK,W 112-97,118.5,.193,.466,.587,.557,.159,102.6,.159,.598,.553,.530,.122
865,CHO,2021-11-14,.557,,GSW,W 106-102,105.6,.136,.409,.568,.557,.091,101.6,.278,.433,.505,.472,.189
866,BRK,2022-03-31,.557,,MIL,L 119-120 (OT),105.2,.165,.381,.572,.557,.113,106.1,.382,.461,.577,.517,.315
867,SAC,2022-03-07,.556,,NYK,L 115-131,114.5,.450,.400,.600,.556,.325,130.5,.250,.457,.641,.609,.207
868,CLE,2022-02-02,.556,@,HOU,L 104-115,107.0,.338,.263,.566,.556,.188,118.3,.402,.488,.596,.561,.280
869,NOP,2021-12-15,.556,@,OKC,W 113-110,116.4,.450,.350,.590,.556,.300,113.3,.204,.376,.543,.489,.204
870,SAC,2021-10-29,.556,@,NOP,W 113-109,110.5,.313,.338,.621,.556,.300,106.6,.255,.347,.500,.474,.163
871,HOU,2022-04-10,.556,,ATL,L 114-130,120.5,.225,.517,.583,.556,.169,137.4,.276,.437,.666,.638,.218
872,UTA,2022-02-09,.556,,GSW,W 111-85,120.8,.191,.573,.575,.556,.135,92.5,.218,.551,.497,.462,.167
873,DEN,2022-01-26,.556,@,BRK,W 124-118,122.4,.303,.404,.615,.556,.281,116.5,.295,.330,.593,.557,.227
874,BRK,2021-12-16,.556,,PHI,W 114-105,115.2,.180,.258,.594,.556,.169,106.1,.225,.382,.537,.494,.191
875,CHI,2021-12-02,.556,@,NYK,W 119-115,121.2,.236,.326,.606,.556,.225,117.1,.329,.317,.612,.567,.268
876,DEN,2022-01-19,.556,,LAC,W 130-128 (OT),126.3,.255,.388,.596,.556,.214,124.3,.124,.402,.626,.613,.093
877,GSW,2022-03-25,.556,@,ATL,L 110-121,115.0,.144,.456,.575,.556,.111,126.6,.213,.416,.621,.596,.169
878,OKC,2022-03-14,.556,,CHO,L 116-134,117.8,.211,.489,.590,.556,.178,136.1,.231,.385,.668,.648,.176
879,TOR,2022-02-01,.556,,MIA,W 110-106,119.1,.358,.321,.587,.556,.247,114.8,.321,.385,.596,.538,.282
