Rk,Team,Date,eFG%,,Opp,Result,ORtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,FTr,3PAr,TS%,eFG%,FT/FGA
1913,TOR,2022-04-05,.480,,ATL,W 118-108,122.7,.307,.347,.515,.480,.208,112.3,.128,.394,.544,.532,.085
1914,NOP,2021-11-15,.480,@,WAS,L 100-105,108.5,.459,.284,.562,.480,.392,113.9,.298,.333,.553,.524,.202
1915,GSW,2022-01-29,.480,,BRK,W 110-106,114.7,.184,.459,.519,.480,.163,110.5,.214,.286,.494,.454,.173
1916,MIN,2021-12-17,.480,,LAL,W 110-92,104.4,.245,.449,.507,.480,.163,87.3,.372,.551,.507,.462,.256
1917,BRK,2022-03-27,.479,,CHO,L 110-119,110.4,.268,.351,.507,.479,.175,119.5,.235,.327,.550,.515,.184
1918,MEM,2022-03-06,.479,@,HOU,L 112-123,107.2,.278,.268,.514,.479,.196,117.7,.439,.415,.629,.604,.293
1919,UTA,2022-04-05,.479,,MEM,W 121-115 (OT),106.2,.448,.396,.526,.479,.302,100.9,.287,.307,.505,.450,.238
1920,LAL,2021-11-17,.479,@,MIL,L 102-109,100.3,.125,.448,.504,.479,.104,107.2,.276,.425,.559,.529,.195
1921,NYK,2021-11-05,.479,@,MIL,W 113-98,116.3,.271,.417,.526,.479,.219,100.9,.256,.524,.537,.500,.195
1922,ORL,2022-04-07,.479,@,CHO,L 101-128,96.0,.137,.505,.501,.479,.105,121.6,.293,.370,.616,.587,.217
1923,SAS,2022-01-04,.479,@,TOR,L 104-129,101.0,.200,.368,.503,.479,.137,125.3,.302,.458,.593,.563,.219
1924,POR,2022-01-25,.479,,MIN,L 107-109,109.0,.213,.436,.520,.479,.181,111.0,.378,.524,.570,.524,.280
1925,IND,2021-12-26,.479,@,CHI,L 105-113,108.4,.223,.319,.509,.479,.160,116.6,.289,.303,.659,.638,.211
1926,NOP,2021-12-05,.479,@,HOU,L 108-118,120.9,.266,.404,.514,.479,.191,132.1,.367,.506,.643,.601,.291
1927,LAL,2021-11-04,.479,,OKC,L 104-107,106.4,.181,.351,.512,.479,.149,109.5,.299,.471,.543,.511,.207
1928,BRK,2021-10-25,.479,,WAS,W 104-90,101.4,.181,.372,.512,.479,.149,87.8,.211,.411,.434,.395,.158
1929,ORL,2022-03-23,.478,@,OKC,L 102-118,104.8,.172,.548,.510,.478,.140,121.3,.380,.519,.640,.589,.316
1930,NOP,2022-03-09,.478,,ORL,L 102-108,104.0,.194,.333,.505,.478,.140,110.1,.342,.487,.618,.566,.289
1931,SAC,2021-12-11,.478,@,CLE,L 103-117,97.2,.237,.301,.502,.478,.151,110.4,.318,.352,.583,.534,.261
1932,ATL,2022-03-23,.478,@,DET,L 101-122,98.7,.163,.478,.512,.478,.141,119.3,.284,.375,.616,.568,.250
1933,IND,2021-11-28,.478,,MIL,L 100-118,101.9,.174,.489,.505,.478,.130,120.2,.244,.389,.592,.556,.200
1934,MIA,2022-02-05,.478,@,CHO,W 104-86,106.5,.198,.352,.526,.478,.187,88.1,.186,.419,.462,.442,.116
1935,NYK,2022-03-11,.478,@,MEM,L 114-118,108.9,.411,.278,.536,.478,.311,112.7,.279,.250,.505,.486,.163
1936,CLE,2022-02-04,.478,@,CHO,W 102-101,109.0,.222,.389,.516,.478,.178,107.9,.130,.467,.519,.489,.120
1937,NOP,2021-12-03,.478,@,DAL,W 107-91,109.5,.311,.333,.523,.478,.233,93.1,.329,.430,.503,.468,.215
1938,DAL,2021-11-19,.478,@,PHO,L 104-112,106.6,.256,.444,.519,.478,.200,114.8,.165,.341,.614,.600,.118
1939,OKC,2021-11-14,.478,,BRK,L 96-120,100.0,.122,.500,.506,.478,.111,125.0,.256,.524,.658,.610,.244
1940,SAS,2021-11-05,.478,@,ORL,W 102-89,98.7,.200,.211,.521,.478,.178,86.2,.112,.461,.476,.461,.079
1941,SAC,2022-02-26,.478,@,DEN,L 110-115,107.2,.371,.337,.531,.478,.281,112.0,.354,.524,.607,.561,.280
1942,MEM,2021-11-13,.477,@,NOP,L 101-112,111.9,.239,.273,.519,.477,.193,124.1,.316,.367,.622,.570,.278
1943,MEM,2021-10-30,.477,,MIA,L 103-129,103.0,.239,.568,.530,.477,.216,129.0,.216,.420,.669,.642,.182
1944,ORL,2021-10-24,.477,@,NYK,W 110-104,106.1,.386,.489,.534,.477,.295,100.3,.250,.480,.468,.435,.170
1945,NOP,2021-11-08,.477,@,DAL,L 92-108,99.1,.126,.391,.501,.477,.103,116.3,.153,.412,.595,.588,.094
1946,LAC,2021-10-29,.477,@,POR,L 92-111,92.5,.184,.483,.489,.477,.103,111.6,.163,.418,.528,.515,.102
1947,OKC,2022-01-31,.477,,POR,W 98-81,107.0,.198,.477,.524,.477,.186,88.4,.099,.469,.479,.463,.074
1948,CHI,2021-12-31,.477,@,IND,W 108-106,109.0,.349,.314,.544,.477,.302,107.0,.319,.341,.511,.462,.242
1949,DAL,2021-12-23,.477,,MIL,L 95-102,99.7,.198,.523,.508,.477,.151,107.0,.268,.439,.556,.512,.220
1950,BOS,2022-03-30,.476,,MIA,L 98-106,97.3,.271,.435,.515,.476,.200,105.2,.316,.430,.589,.563,.215
1951,NYK,2022-03-27,.476,@,DET,W 104-102,113.0,.341,.482,.532,.476,.271,110.8,.212,.341,.549,.506,.188
1952,DET,2022-03-21,.476,,POR,L 115-119,113.0,.482,.412,.558,.476,.400,116.9,.557,.318,.543,.466,.420
1953,PHI,2021-11-22,.476,@,SAC,W 102-94,111.3,.318,.376,.526,.476,.247,102.5,.363,.388,.507,.456,.263
1954,TOR,2022-02-25,.476,@,CHO,L 93-125,94.2,.274,.274,.494,.476,.155,126.5,.096,.426,.638,.633,.064
1955,WAS,2022-01-29,.476,@,MEM,L 95-115,101.9,.250,.345,.509,.476,.179,123.4,.120,.310,.546,.525,.100
1956,DET,2021-11-23,.476,,MIA,L 92-100,100.3,.167,.452,.510,.476,.143,109.0,.382,.382,.563,.520,.276
1957,WAS,2021-11-10,.476,@,CLE,W 97-94,106.9,.202,.333,.530,.476,.202,103.6,.276,.408,.551,.520,.197
1958,TOR,2022-03-03,.476,,DET,L 106-108,116.7,.434,.313,.536,.476,.325,118.9,.333,.440,.561,.518,.250
1959,ATL,2022-03-01,.476,@,BOS,L 98-107,105.4,.289,.373,.524,.476,.229,115.0,.229,.422,.586,.536,.217
1960,SAS,2022-01-15,.476,,LAC,W 101-94,109.0,.325,.446,.532,.476,.265,101.4,.080,.380,.454,.440,.060
1961,CHI,2021-12-11,.476,@,MIA,L 92-118,99.2,.241,.482,.501,.476,.157,127.2,.097,.462,.608,.597,.075
1962,PHO,2022-04-10,.476,,SAC,L 109-116,110.2,.146,.456,.497,.476,.107,117.3,.395,.342,.650,.618,.289
1963,PHI,2021-11-09,.476,,MIL,L 109-118,111.4,.117,.417,.503,.476,.107,120.6,.221,.411,.566,.542,.158
1964,LAC,2021-12-29,.475,@,BOS,W 91-82,101.8,.210,.346,.514,.475,.173,91.8,.109,.416,.387,.366,.079
1965,WAS,2021-10-20,.475,@,TOR,W 98-83,94.4,.321,.333,.530,.475,.259,80.0,.227,.351,.389,.345,.165
1966,MEM,2022-02-26,.475,@,CHI,W 116-110,111.0,.260,.230,.520,.475,.210,105.2,.323,.215,.518,.468,.247
1967,NYK,2022-01-17,.475,,CHO,L 87-97,96.3,.263,.425,.487,.475,.138,107.3,.198,.453,.519,.500,.128
1968,ATL,2021-12-22,.475,,ORL,L 98-104,105.5,.363,.388,.528,.475,.275,111.9,.271,.435,.547,.512,.200
1969,PHI,2021-11-24,.475,@,GSW,L 96-116,95.9,.275,.350,.535,.475,.250,115.9,.300,.475,.640,.619,.213
1970,DET,2021-11-17,.475,,IND,W 97-89,101.9,.350,.350,.525,.475,.263,93.5,.241,.468,.509,.475,.177
1971,BRK,2022-02-04,.475,@,UTA,L 102-125,106.6,.111,.343,.491,.475,.081,130.6,.165,.447,.686,.665,.141
1972,OKC,2021-11-12,.475,,SAC,W 105-103,106.4,.152,.303,.497,.475,.111,104.3,.179,.432,.503,.474,.137
1973,POR,2021-12-06,.475,,LAC,L 90-102,90.8,.253,.278,.513,.475,.190,102.9,.152,.391,.520,.505,.098
1974,IND,2021-11-17,.475,@,DET,L 89-97,93.5,.241,.468,.509,.475,.177,101.9,.350,.350,.525,.475,.263
1975,CHI,2022-04-05,.474,,MIL,L 106-127,104.1,.133,.337,.511,.474,.133,124.7,.287,.402,.648,.598,.264
1976,NOP,2021-10-29,.474,,SAC,L 109-113,106.6,.255,.347,.500,.474,.163,110.5,.313,.338,.621,.556,.300
1977,CHO,2022-02-12,.474,,MEM,L 118-125,108.7,.340,.464,.529,.474,.268,115.2,.344,.344,.566,.547,.208
1978,CHO,2022-01-14,.474,,ORL,L 109-116,101.3,.216,.433,.513,.474,.175,107.8,.172,.517,.620,.603,.126
1979,HOU,2022-01-10,.474,,PHI,L 91-111,92.1,.351,.545,.512,.474,.234,112.4,.191,.372,.545,.511,.160
1980,ORL,2022-03-30,.474,@,WAS,L 110-127,108.6,.229,.354,.520,.474,.198,125.4,.283,.391,.614,.582,.217
1981,TOR,2021-12-31,.474,,LAC,W 116-108,122.3,.344,.365,.525,.474,.260,113.8,.244,.436,.625,.583,.218
1982,DET,2021-11-15,.474,,SAC,L 107-129,105.1,.177,.490,.517,.474,.167,126.8,.112,.337,.627,.612,.092
1983,BOS,2022-03-28,.474,@,TOR,L 112-115 (OT),107.2,.295,.421,.522,.474,.232,110.1,.170,.368,.505,.481,.123
1984,ATL,2021-12-03,.474,,PHI,L 96-98,105.2,.395,.368,.538,.474,.316,107.4,.210,.272,.554,.525,.160
1985,SAC,2021-11-12,.474,@,OKC,L 103-105,104.3,.179,.432,.503,.474,.137,106.4,.152,.303,.497,.475,.111
1986,DET,2022-02-10,.473,,MEM,L 107-132,105.9,.223,.372,.518,.473,.191,130.7,.457,.326,.597,.560,.315
1987,LAC,2022-01-25,.473,@,WAS,W 116-115,111.4,.330,.309,.539,.473,.287,110.4,.500,.338,.589,.519,.400
1988,CLE,2022-01-09,.473,@,GSW,L 82-96,90.3,.240,.320,.494,.473,.147,105.7,.103,.433,.473,.454,.082
1989,LAL,2022-03-16,.473,@,MIN,L 104-124,104.4,.247,.473,.504,.473,.172,124.5,.344,.467,.598,.539,.300
1990,NOP,2021-11-27,.473,@,UTA,L 105-127,106.2,.226,.376,.513,.473,.183,128.4,.275,.438,.708,.688,.213
1991,DAL,2021-11-03,.473,@,SAS,W 109-108,102.7,.312,.366,.515,.473,.226,101.7,.227,.239,.558,.528,.170
1992,IND,2022-03-24,.473,@,MEM,L 103-133,105.1,.250,.359,.504,.473,.174,135.7,.183,.452,.662,.651,.129
1993,UTA,2022-03-11,.473,@,SAS,L 102-104,100.6,.250,.435,.499,.473,.163,102.6,.506,.341,.500,.435,.353
1994,HOU,2022-02-27,.473,,LAC,L 98-99,101.3,.196,.457,.490,.473,.120,102.3,.364,.442,.554,.513,.260
1995,TOR,2022-03-21,.473,@,CHI,L 99-113,109.2,.165,.352,.507,.473,.143,124.6,.267,.311,.562,.550,.156
1996,NYK,2022-03-02,.473,@,PHI,L 108-123,110.3,.352,.308,.514,.473,.242,125.6,.440,.480,.687,.633,.373
1997,PHI,2022-01-21,.473,,LAC,L 101-102,110.4,.231,.308,.504,.473,.165,111.5,.172,.368,.545,.523,.126
1998,SAC,2021-12-31,.473,,DAL,L 96-112,104.0,.132,.319,.499,.473,.110,121.3,.272,.272,.618,.574,.235
1999,MEM,2021-11-26,.473,,ATL,L 100-132,100.4,.209,.418,.503,.473,.154,132.5,.236,.303,.672,.657,.169
2000,CLE,2021-10-30,.473,@,PHO,L 92-101,91.5,.077,.484,.489,.473,.066,100.4,.321,.310,.527,.500,.202
2001,CLE,2022-03-31,.472,@,ATL,L 107-131,109.2,.311,.333,.523,.472,.244,133.7,.308,.429,.634,.588,.264
2002,OKC,2022-02-07,.472,,GSW,L 98-110,102.6,.189,.400,.503,.472,.144,115.2,.207,.524,.615,.591,.159
2003,DAL,2021-12-12,.472,@,OKC,W 103-84,110.1,.256,.367,.514,.472,.200,89.8,.200,.463,.483,.456,.138
2004,CLE,2021-12-06,.472,@,MIL,L 104-112,103.6,.222,.511,.526,.472,.211,111.5,.279,.372,.580,.541,.221
2005,GSW,2021-11-14,.472,@,CHO,L 102-106,101.6,.278,.433,.505,.472,.189,105.6,.136,.409,.568,.557,.091
2006,GSW,2022-03-27,.472,@,WAS,L 115-123,115.2,.438,.371,.542,.472,.348,123.3,.262,.333,.656,.619,.226
2007,PHI,2022-03-27,.472,@,PHO,L 104-114,106.6,.292,.404,.518,.472,.225,116.9,.195,.310,.603,.592,.126
2008,WAS,2022-01-09,.472,@,ORL,W 102-100,106.0,.273,.330,.517,.472,.216,104.0,.168,.295,.490,.447,.158
2009,SAS,2021-11-26,.471,,BOS,W 96-88,100.7,.218,.276,.503,.471,.161,92.3,.163,.370,.446,.424,.109
2010,MIN,2022-02-25,.471,,PHI,L 102-133,101.0,.291,.453,.526,.471,.244,131.7,.439,.476,.680,.628,.366
2011,DET,2022-02-24,.471,,CLE,W 106-103,113.6,.326,.395,.539,.471,.291,110.4,.442,.455,.560,.519,.299
2012,CHO,2021-12-13,.471,@,DAL,L 96-120,115.5,.279,.430,.497,.471,.174,144.4,.205,.494,.663,.633,.181
2013,NYK,2021-12-08,.471,@,IND,L 102-122,108.2,.267,.349,.531,.471,.244,129.4,.291,.314,.629,.593,.233
2014,CHI,2021-10-20,.471,@,DET,W 94-88,95.4,.174,.267,.508,.471,.151,89.3,.144,.311,.460,.433,.111
2015,CHO,2022-03-09,.471,,BOS,L 101-115,107.7,.329,.388,.519,.471,.247,122.6,.151,.398,.580,.559,.118
2016,MIA,2022-02-17,.471,@,CHO,W 111-107 (2OT),103.3,.225,.471,.495,.471,.147,99.6,.316,.442,.494,.453,.221
2017,OKC,2022-01-02,.471,,DAL,L 86-95,92.0,.106,.353,.483,.471,.071,101.6,.082,.459,.539,.529,.059
2018,SAS,2022-01-01,.471,@,DET,L 116-117 (OT),104.0,.275,.392,.507,.471,.196,104.9,.327,.347,.506,.450,.257
2019,MEM,2021-12-29,.471,,LAL,W 104-99,109.0,.341,.353,.532,.471,.282,103.8,.093,.477,.553,.541,.070
2020,SAC,2021-12-22,.471,,LAC,L 89-105,93.2,.141,.447,.493,.471,.106,110.0,.195,.293,.590,.555,.171
2021,GSW,2021-12-11,.471,@,PHI,L 93-102,100.3,.212,.565,.500,.471,.153,110.0,.342,.355,.583,.520,.303
2022,LAC,2021-11-23,.471,,DAL,L 104-112 (OT),104.3,.341,.376,.532,.471,.282,112.3,.303,.438,.555,.506,.247
2023,CHO,2021-11-20,.471,@,ATL,L 105-115,110.5,.147,.392,.483,.471,.088,121.0,.256,.415,.630,.598,.207
2024,BRK,2021-10-27,.471,,MIA,L 93-106,92.0,.165,.506,.510,.471,.153,104.8,.271,.302,.493,.438,.229
2025,CLE,2022-02-06,.470,,IND,W 98-85,108.0,.333,.381,.509,.470,.226,93.7,.205,.373,.470,.422,.181
2026,DEN,2021-12-22,.470,@,OKC,L 94-108,95.5,.310,.524,.492,.470,.179,109.7,.202,.362,.528,.489,.170
2027,WAS,2021-11-24,.470,@,NOP,L 102-127,97.9,.429,.369,.511,.470,.274,121.9,.333,.302,.577,.521,.281
2028,TOR,2021-10-22,.470,@,BOS,W 115-83,117.8,.210,.350,.526,.470,.210,85.0,.134,.415,.478,.457,.098
2029,NYK,2022-03-20,.470,,UTA,L 93-108,105.0,.253,.482,.504,.470,.181,121.9,.392,.622,.622,.574,.311
2030,NOP,2022-01-06,.470,,GSW,W 101-96,100.5,.349,.410,.527,.470,.277,95.6,.207,.379,.506,.466,.172
2031,CLE,2021-12-30,.470,@,WAS,L 93-110,98.7,.277,.337,.499,.470,.181,116.8,.189,.322,.564,.550,.122
2032,PHI,2021-12-13,.470,@,MEM,L 91-126,92.9,.229,.265,.498,.470,.157,128.6,.258,.382,.636,.607,.202
2033,ORL,2022-01-12,.470,@,WAS,L 106-112,113.2,.162,.354,.500,.470,.131,119.6,.256,.378,.614,.585,.195
2034,TOR,2021-11-21,.470,@,GSW,L 104-119,108.3,.202,.374,.482,.470,.111,123.9,.304,.570,.664,.633,.241
2035,GSW,2022-01-16,.470,@,MIN,L 99-119,95.0,.354,.512,.522,.470,.268,114.2,.220,.473,.596,.582,.143
2036,POR,2021-12-15,.470,,MEM,L 103-113,104.1,.341,.463,.546,.470,.317,114.2,.366,.390,.593,.543,.293
2037,ATL,2021-11-04,.470,,UTA,L 98-116,103.2,.317,.341,.524,.470,.256,122.1,.284,.506,.637,.611,.210
2038,LAL,2021-12-25,.469,,BRK,L 115-122,110.8,.292,.365,.531,.469,.260,117.6,.303,.360,.605,.562,.247
2039,MIA,2021-11-10,.469,@,LAL,L 117-120 (OT),105.5,.365,.385,.525,.469,.281,108.2,.174,.413,.606,.598,.109
2040,MIL,2021-10-31,.469,,UTA,L 95-107,104.7,.063,.427,.482,.469,.052,117.9,.360,.493,.616,.547,.333
2041,MIN,2021-10-23,.469,,NOP,W 96-89,93.0,.104,.396,.478,.469,.063,86.2,.258,.449,.449,.399,.202
2042,ORL,2022-01-02,.468,@,BOS,L 111-116 (OT),103.2,.284,.284,.519,.468,.232,107.8,.326,.419,.590,.529,.291
2043,CHI,2022-03-28,.468,@,NYK,L 104-109,108.0,.418,.291,.556,.468,.380,113.2,.393,.393,.522,.494,.236
2044,PHO,2022-01-08,.468,,MIA,L 100-123,103.4,.367,.430,.545,.468,.329,127.1,.170,.500,.650,.625,.148
2045,DAL,2021-12-03,.468,,NOP,L 91-107,93.1,.329,.430,.503,.468,.215,109.5,.311,.333,.523,.478,.233
2046,NOP,2021-12-26,.468,@,OKC,L 112-117,109.0,.298,.436,.527,.468,.255,113.9,.360,.419,.587,.552,.256
2047,ORL,2021-12-18,.468,@,BRK,W 100-93,99.8,.138,.330,.501,.468,.128,92.8,.078,.451,.441,.426,.059
2048,NOP,2021-12-12,.468,@,SAS,L 97-112,98.2,.160,.309,.482,.468,.096,113.4,.220,.275,.561,.533,.165
2049,TOR,2021-11-18,.468,@,UTA,L 103-119,107.2,.181,.404,.507,.468,.160,123.9,.163,.575,.694,.669,.150
2050,CHI,2022-02-26,.468,,MEM,L 110-116,105.2,.323,.215,.518,.468,.247,111.0,.260,.230,.520,.475,.210
2051,PHO,2022-04-06,.468,@,LAC,L 109-113,106.6,.111,.444,.481,.468,.074,110.5,.587,.453,.599,.520,.467
2052,TOR,2021-11-10,.468,@,BOS,L 88-104,89.8,.247,.325,.515,.468,.208,106.1,.160,.309,.517,.500,.106
2053,OKC,2022-03-06,.467,,UTA,L 103-116,109.5,.207,.435,.513,.467,.185,123.3,.191,.584,.601,.579,.146
2054,CHI,2022-01-23,.467,@,ORL,L 95-114,97.0,.421,.276,.527,.467,.316,116.4,.288,.325,.632,.600,.225
2055,MIN,2022-03-21,.467,@,DAL,L 108-110,113.5,.319,.396,.520,.467,.253,115.6,.253,.554,.596,.566,.193
2056,NOP,2021-11-02,.467,@,PHO,L 100-112,101.2,.176,.429,.510,.467,.165,113.3,.220,.317,.623,.579,.207
2057,MIN,2022-01-05,.467,,OKC,W 98-90,100.0,.222,.489,.496,.467,.156,91.8,.200,.389,.460,.417,.167
2058,MEM,2021-12-23,.467,@,GSW,L 104-113,108.1,.267,.289,.517,.467,.222,117.4,.220,.488,.628,.604,.171
2059,IND,2021-11-24,.466,,LAL,L 116-124 (OT),107.9,.231,.442,.506,.466,.183,115.3,.305,.389,.575,.521,.263
2060,TOR,2021-12-26,.466,@,CLE,L 99-144,92.4,.258,.404,.499,.466,.180,134.4,.113,.491,.647,.632,.094
2061,MIN,2021-10-30,.466,,DEN,L 91-93,95.8,.101,.461,.489,.466,.090,97.9,.182,.420,.489,.460,.136
2062,MIA,2021-12-19,.466,@,DET,L 90-100,97.2,.446,.581,.508,.466,.284,108.0,.400,.427,.567,.520,.293
2063,POR,2022-03-21,.466,@,DET,W 119-115,116.9,.557,.318,.543,.466,.420,113.0,.482,.412,.558,.476,.400
2064,CHI,2022-03-14,.466,@,SAC,L 103-112,104.0,.250,.386,.527,.466,.239,113.1,.317,.305,.599,.537,.293
2065,DAL,2022-01-17,.466,,OKC,W 104-102,105.8,.318,.420,.518,.466,.250,103.7,.289,.422,.545,.500,.229
2066,PHI,2021-12-09,.466,,UTA,L 96-118,102.0,.170,.375,.507,.466,.159,125.3,.264,.440,.581,.555,.187
2067,NYK,2021-12-04,.466,,DEN,L 99-113,111.5,.239,.455,.509,.466,.193,127.3,.060,.512,.655,.643,.060
2068,WAS,2021-12-05,.466,@,TOR,L 90-102,100.0,.397,.342,.525,.466,.301,113.3,.282,.271,.534,.494,.212
2069,SAS,2022-03-12,.466,,IND,L 108-119,107.8,.157,.333,.495,.466,.127,118.8,.163,.391,.603,.565,.163
2070,LAL,2022-03-14,.466,,TOR,L 103-114,101.6,.333,.483,.516,.466,.253,112.5,.375,.385,.510,.458,.271
2071,OKC,2022-02-04,.466,@,POR,W 96-93,100.4,.241,.483,.499,.466,.172,97.3,.099,.327,.441,.426,.069
2072,NOP,2022-01-17,.466,@,BOS,L 92-104,95.6,.207,.345,.485,.466,.126,108.0,.250,.400,.586,.538,.225
2073,GSW,2022-01-06,.466,@,NOP,L 96-101,95.6,.207,.379,.506,.466,.172,100.5,.349,.410,.527,.470,.277
2074,DET,2021-11-04,.466,,PHI,L 98-109,109.2,.218,.414,.514,.466,.195,121.4,.265,.386,.588,.566,.181
2075,PHO,2021-12-31,.465,@,BOS,L 108-123,112.0,.160,.350,.504,.465,.150,127.6,.313,.325,.651,.602,.277
2076,GSW,2022-03-22,.465,@,ORL,L 90-94,95.8,.188,.376,.489,.465,.129,100.0,.253,.456,.535,.494,.203
2077,TOR,2021-10-23,.465,,DAL,L 95-103,101.9,.271,.435,.499,.465,.188,110.5,.198,.462,.521,.495,.143
2078,SAS,2022-03-20,.464,@,GSW,W 110-108,116.5,.255,.408,.505,.464,.194,114.4,.233,.367,.544,.517,.167
2079,LAC,2022-01-11,.464,,DEN,W 87-85,94.0,.143,.405,.487,.464,.107,91.9,.250,.413,.479,.425,.213
2080,ATL,2022-02-24,.464,@,CHI,L 108-112,109.8,.278,.289,.496,.464,.186,113.8,.321,.321,.584,.536,.262
2081,LAC,2022-02-15,.464,@,PHO,L 96-103,98.2,.093,.361,.475,.464,.062,105.4,.111,.278,.546,.533,.078
2082,NOP,2022-01-03,.464,,UTA,L 104-115,110.2,.227,.474,.487,.464,.144,121.9,.200,.459,.622,.594,.165
2083,MEM,2021-10-28,.464,@,GSW,W 104-101 (OT),96.2,.144,.495,.504,.464,.144,93.4,.133,.444,.530,.511,.100
2084,NYK,2022-04-06,.464,,BRK,L 98-110,101.2,.434,.458,.496,.464,.253,113.6,.194,.441,.545,.516,.151
2085,HOU,2022-03-01,.464,,LAC,L 100-113,101.8,.177,.406,.483,.464,.115,115.1,.177,.323,.546,.505,.167
2086,CHO,2022-01-10,.464,,MIL,W 103-99,101.2,.167,.458,.500,.464,.146,97.3,.190,.512,.544,.518,.143
2087,ORL,2021-11-17,.464,@,NYK,W 104-98,106.3,.188,.396,.500,.464,.156,100.2,.136,.557,.525,.511,.091
2088,GSW,2022-03-28,.463,@,MEM,L 95-123,93.7,.321,.358,.514,.463,.247,121.3,.380,.326,.573,.533,.272
2089,POR,2022-01-31,.463,@,OKC,L 81-98,88.4,.099,.469,.479,.463,.074,107.0,.198,.477,.524,.477,.186
2090,SAC,2021-12-13,.463,@,TOR,L 101-124,100.9,.223,.362,.489,.463,.149,123.8,.102,.316,.605,.597,.071
2091,OKC,2021-11-26,.463,,WAS,L 99-101,104.2,.149,.351,.494,.463,.128,106.3,.190,.367,.590,.544,.190
2092,MEM,2021-11-10,.463,,CHO,L 108-118,101.3,.140,.355,.475,.463,.084,110.7,.267,.400,.587,.539,.233
2093,SAS,2022-04-09,.463,,GSW,L 94-100,98.6,.338,.388,.512,.463,.250,104.8,.407,.395,.523,.457,.321
2094,POR,2021-12-08,.463,@,GSW,L 94-104,95.1,.350,.375,.509,.463,.250,105.2,.373,.554,.538,.482,.289
2095,POR,2022-03-26,.462,,HOU,L 98-115,98.8,.183,.430,.488,.462,.129,116.0,.214,.417,.626,.613,.143
2096,TOR,2022-03-04,.462,,ORL,L 97-103,98.9,.183,.398,.483,.462,.118,105.0,.221,.389,.494,.437,.211
2097,CHO,2022-02-28,.462,@,MIL,L 106-130,104.4,.344,.419,.495,.462,.215,128.0,.407,.495,.606,.538,.352
2098,LAL,2022-02-25,.462,,LAC,L 102-105,103.5,.226,.333,.499,.462,.172,106.5,.229,.313,.575,.554,.157
2099,CLE,2021-11-22,.462,,BRK,L 112-117,111.5,.312,.473,.530,.462,.280,116.5,.189,.368,.568,.532,.168
2100,MIN,2022-03-30,.462,@,TOR,L 102-125,97.7,.250,.402,.499,.462,.185,119.7,.156,.375,.609,.594,.115
2101,SAS,2022-03-26,.462,@,NOP,W 107-103,116.6,.272,.283,.519,.462,.239,112.2,.211,.356,.524,.500,.144
2102,SAS,2022-01-07,.462,@,PHI,L 100-119,102.0,.217,.326,.496,.462,.163,121.4,.310,.264,.602,.563,.241
2103,LAC,2021-11-01,.462,,OKC,W 99-94,100.5,.207,.457,.493,.462,.152,95.4,.178,.411,.484,.450,.144
2104,GSW,2022-02-09,.462,@,UTA,L 85-111,92.5,.218,.551,.497,.462,.167,120.8,.191,.573,.575,.556,.135
2105,DAL,2022-01-12,.462,@,NYK,L 85-108,91.4,.244,.474,.492,.462,.167,116.2,.167,.300,.559,.533,.133
2106,IND,2021-12-31,.462,,CHI,L 106-108,107.0,.319,.341,.511,.462,.242,109.0,.349,.314,.544,.477,.302
2107,LAL,2021-12-17,.462,@,MIN,L 92-110,87.3,.372,.551,.507,.462,.256,104.4,.245,.449,.507,.480,.163
2108,BOS,2021-11-13,.462,@,CLE,L 89-91,97.5,.231,.295,.518,.462,.218,99.7,.272,.469,.502,.444,.235
2109,CHO,2021-10-29,.461,@,MIA,L 99-114,102.0,.244,.411,.497,.461,.178,117.5,.209,.385,.574,.522,.209
2110,NOP,2022-01-04,.461,,PHO,L 110-123,112.8,.360,.371,.534,.461,.315,126.2,.235,.365,.656,.641,.165
2111,BOS,2021-12-27,.461,@,MIN,L 103-108,104.0,.315,.528,.508,.461,.236,109.1,.211,.378,.549,.522,.156
2112,MIA,2021-12-26,.461,,ORL,W 93-83,105.5,.202,.382,.480,.461,.124,94.1,.236,.444,.522,.500,.153
2113,MIL,2021-12-18,.461,,CLE,L 90-119,93.2,.124,.427,.480,.461,.090,123.2,.156,.500,.619,.589,.144
2114,ORL,2021-11-05,.461,,SAS,L 89-102,86.2,.112,.461,.476,.461,.079,98.7,.200,.211,.521,.478,.178
2115,MIL,2021-10-30,.461,,SAS,L 93-102,89.3,.180,.438,.484,.461,.124,97.9,.253,.326,.483,.447,.179
2116,HOU,2021-10-31,.461,@,LAL,L 85-95,83.4,.382,.368,.479,.461,.197,93.2,.135,.323,.467,.453,.083
2117,CHO,2021-12-20,.460,@,UTA,L 102-112,97.6,.089,.426,.486,.460,.089,107.1,.385,.552,.499,.438,.292
2118,UTA,2022-04-08,.460,,PHO,L 105-111,109.0,.375,.432,.512,.460,.273,115.2,.163,.207,.563,.533,.141
2119,BRK,2022-01-25,.460,,LAL,L 96-106,102.0,.250,.307,.491,.460,.170,112.6,.112,.427,.567,.539,.112
2120,IND,2022-01-14,.460,,PHO,L 94-112,97.0,.205,.489,.490,.460,.148,115.5,.261,.318,.571,.517,.239
2121,DEN,2021-10-30,.460,@,MIN,W 93-91,97.9,.182,.420,.489,.460,.136,95.8,.101,.461,.489,.466,.090
